estimate,se,geoid,layer,topic
62.513985183,6.7583284166999995,62,neighborhood,safety
37.959316217,6.8665883445,63,neighborhood,safety
61.303013852,8.9430317941,65,neighborhood,safety
40.436149244,8.356912875199999,67,neighborhood,safety
29.37755703,9.8973687004,68,neighborhood,safety
65.399440181,9.358336667,70,neighborhood,safety
95.659499664,1.6062029080000002,74,neighborhood,safety
79.796737078,5.6497948316999995,75,neighborhood,safety
88.12184967299999,2.5333223053,77,neighborhood,safety
69.844978438,3.7018504636,8,neighborhood,safety
59.172892147,5.3710059689,1,neighborhood,safety
83.25429962300001,4.1338147012,10,neighborhood,safety
82.027429598,5.2317132376,11,neighborhood,safety
72.998606896,5.626159915900001,15,neighborhood,safety
78.197949118,5.305151996,16,neighborhood,safety
53.823443983000004,7.459410698099999,19,neighborhood,safety
77.041394907,6.4175740565999995,21,neighborhood,safety
76.54646781,4.230740487699999,22,neighborhood,safety
47.137289995,8.099276582,23,neighborhood,safety
33.192055715,8.1583325288,27,neighborhood,safety
58.855295016999996,5.4084610748,28,neighborhood,safety
36.591514649000004,7.2024650824,30,neighborhood,safety
41.334152579,8.2942491683,31,neighborhood,safety
39.906173883,7.4112512676,34,neighborhood,safety
46.284665147,7.8559810999,35,neighborhood,safety
35.535719352,9.2474486179,37,neighborhood,safety
46.280056423000005,6.879730435700001,38,neighborhood,safety
67.188061168,8.2442187041,39,neighborhood,safety
89.959981951,3.19948376,4,neighborhood,safety
58.241860544,8.4843405486,42,neighborhood,safety
32.982269838,9.092874696900001,46,neighborhood,safety
73.572467061,9.04883691,48,neighborhood,safety
53.631914048,15.777284642,50,neighborhood,safety
43.886353799999995,12.069965622,51,neighborhood,safety
51.44427258,10.88232049,53,neighborhood,safety
41.610690182,13.627740628,54,neighborhood,safety
69.525640227,7.1109085146,55,neighborhood,safety
81.443546553,5.5433883339,56,neighborhood,safety
62.095132963999994,7.1477180538,60,neighborhood,safety
30.212504800999998,8.7427515958,61,neighborhood,safety
67.176297615,6.7127311264,64,neighborhood,safety
31.77587253,6.9725879413,66,neighborhood,safety
47.473661233,7.4807944739,69,neighborhood,safety
87.44530583299999,2.6755512766,7,neighborhood,safety
27.961038775,6.6045986125,71,neighborhood,safety
84.445160837,6.9718570689999995,72,neighborhood,safety
84.80982865600001,5.7106865043,76,neighborhood,safety
94.73118139700001,3.8387180368,9,neighborhood,safety
59.10055175419572,10.826740552359189,1701010,place,sidewalk
80.67257838221681,4.366791792269599,1702154,place,sidewalk
14.365134776691123,1.685459236107143,1703844,place,sidewalk
2.613980028365768,0.21585607263823184,1703883,place,sidewalk
74.85638293499312,9.628284943264424,1704013,place,sidewalk
3.3656087642775927,0.6005756856800518,1704572,place,sidewalk
61.93586184216598,9.853184469528992,1704975,place,sidewalk
