fac_name,site_name,fac_street,fac_city,fac_state,fac_zip,naics_code,latitude,longitude,pollutant_code,pollutant_desc,pollutant_type,emissions_uom,emissions
GRANITE CONSTRUCTION CO,GRANITE CONSTRUCTION CO,1544 STANLEY BOULEVARD,PLEASANTON,CA,94566,237310,37.67243,-121.81903,SO2,Sulfur Dioxide,CAP,TON,0.007456212
PACIFIC BELL,PACIFIC BELL,2100 CENTRAL AVENUE,ALAMEDA,CA,94501,517111,37.766841,-122.249721,SO2,Sulfur Dioxide,CAP,TON,3.7761e-5
PACIFIC BELL,PACIFIC BELL,1612 SOLANO AVENUE,ALBANY,CA,94707,517111,37.891076,-122.284582,SO2,Sulfur Dioxide,CAP,TON,2.1982e-5
PACIFIC BELL,PACIFIC BELL,2116 BANCROFT WAY,BERKELEY,CA,94704,517111,37.867711,-122.267856,SO2,Sulfur Dioxide,CAP,TON,3.9285e-5
PACIFIC BELL,PACIFIC BELL,1880 DEPOT COURT,HAYWARD,CA,94545,517111,37.638433,-122.101789,SO2,Sulfur Dioxide,CAP,TON,2.6117e-5
PACIFIC BELL,PACIFIC BELL,1129 B STREET,HAYWARD,CA,94541,517111,37.674411,-122.080445,SO2,Sulfur Dioxide,CAP,TON,4.4399e-5
PACIFIC BELL,PACIFIC BELL,1587 FRANKLIN STREET,OAKLAND,CA,94612,517111,37.806018,-122.269477,SO2,Sulfur Dioxide,CAP,TON,3.58373e-4
PACIFIC BELL,PACIFIC BELL,2112 FRUITVALE AVE,OAKLAND,CA,94601,517111,37.784221,-122.222426,SO2,Sulfur Dioxide,CAP,TON,2.1111e-5
PACIFIC BELL,PACIFIC BELL,479 45TH STREET,OAKLAND,CA,94609,517111,37.83336,-122.263082,SO2,Sulfur Dioxide,CAP,TON,6.0614e-5
PACIFIC BELL,PACIFIC BELL,2810 MOUNTAIN BLVD,OAKLAND,CA,94602,517111,37.811856,-122.198415,SO2,Sulfur Dioxide,CAP,TON,7.2802e-5
PACIFIC BELL,PACIFIC BELL,120 RAY STREET,PLEASANTON,CA,94566,517111,37.663023,-121.871223,SO2,Sulfur Dioxide,CAP,TON,3.5367e-5
PACIFIC BELL,PACIFIC BELL,15125 HESPERIAN BLVD,SAN LEANDRO,CA,94578,517111,37.700195,-122.129936,SO2,Sulfur Dioxide,CAP,TON,3.0144e-5
PACIFIC BELL,PACIFIC BELL,118 E STREET,UNION CITY,CA,94587,517111,37.604306,-122.018819,SO2,Sulfur Dioxide,CAP,TON,8.8472e-5
MORGAN ADVANCED CERAMICS,MORGAN ADVANCED CERAMICS,2425 WHIPPLE ROAD,HAYWARD,CA,94544,327110,37.60615,-122.06035,SO2,Sulfur Dioxide,CAP,TON,1.97724e-4
"LOWES HIW, INC ,CORPORATE PAYABLES","LOWES HIW, INC ,CORPORATE PAYABLES",4255 1ST STREET,LIVERMORE,CA,94550,444110,37.695159,-121.745935,SO2,Sulfur Dioxide,CAP,TON,2.7412e-5
DUBLIN SAN RAMON SERVICES DISTRICT - WASTEWATER TP,DUBLIN SAN RAMON SERVICES DISTRICT - WASTEWATER TP,7399 JOHNSON DRIVE,PLEASANTON,CA,94588,221320,37.688442,-121.913777,SO2,Sulfur Dioxide,CAP,TON,1.390269148
DCT 5800 COLISEUM LLC,KAISER PERMANENTE,5800 COLISEUM WAY,OAKLAND,CA,94621,622110,37.760529,-122.210674,SO2,Sulfur Dioxide,CAP,TON,0.001362091
STRUCTURAL COMPOSITES IND,STRUCTURAL COMPOSITES IND,336  ENTERPRISE PL,POMONA,CA,91768,332420,34.06531,-117.781638,SO2,Sulfur Dioxide,CAP,TON,0.024185
"LA CITY, DWP","LA CITY, DWP",VARIOUS LOCATIONS IN SCAQMD,LOS ANGELES,CA,90012,926130,34.04993,-118.24101,SO2,Sulfur Dioxide,CAP,TON,7.02e-4
"MERCURY PLASTICS, INC.","MERCURY PLASTICS, INC.",2939 E WASHINGTON BLVD,LOS ANGELES,CA,90023,326199,34.017272,-118.216495,SO2,Sulfur Dioxide,CAP,TON,0.00593
LEEGIN CREATIVE LEATHER PROD. INC,LEEGIN CREATIVE LEATHER PROD. INC,14022  NELSON AVE,CITY OF INDUSTRY,CA,91746,315990,34.03992,-117.98109,SO2,Sulfur Dioxide,CAP,TON,1.26e-4
KAISER PERMANENTE MEDICAL CENTER,KAISER PERMANENTE MEDICAL CENTER,280 W MACARTHUR BLVD,OAKLAND,CA,94611,622110,37.822681,-122.257575,SO2,Sulfur Dioxide,CAP,TON,0.031205123
FINISAR CORPORATION,FINISAR CORPORATION,41762 CHRISTY STREET,FREMONT,CA,94538,334413,37.511944,-121.980054,SO2,Sulfur Dioxide,CAP,TON,2.721e-6
"UNCOMMON GROUNDS, LLC","UNCOMMON GROUNDS, LLC",2813 7TH STREET,BERKELEY,CA,94710,311920,37.853074,-122.291417,SO2,Sulfur Dioxide,CAP,TON,2.6151e-5
AIR LIQUIDE ELECTRONICS US,AIR LIQUIDE ELECTRONICS US,5121 BRANDIN COURT,FREMONT,CA,94538,325120,37.501581,-121.964764,SO2,Sulfur Dioxide,CAP,TON,3.249e-6
"GLOBAL PLATING, INC","GLOBAL PLATING, INC",44620 GRIMMER BLVD,FREMONT,CA,94538,332813,37.502701,-121.949758,SO2,Sulfur Dioxide,CAP,TON,0.001230909
BAY AREA RAPID TRANSIT DISTRICT,BAY AREA RAPID TRANSIT DISTRICT,150 SANDOVAL WAY,HAYWARD,CA,94544,485111,37.615332,-122.046604,SO2,Sulfur Dioxide,CAP,TON,4.28905e-4
AGRICULTURAL RESEARCH SERVICE,AGRICULTURAL RESEARCH SERVICE,800 BUCHANAN STREET,ALBANY,CA,94710,926140,37.877781,-122.310011,SO2,Sulfur Dioxide,CAP,TON,1.52523e-4
"SVC MANUFACTURING, INC DBA PEPSICO","SVC MANUFACTURING, INC DBA PEPSICO",1175 57TH AVENUE,OAKLAND,CA,94621,311421,37.760324,-122.205715,SO2,Sulfur Dioxide,CAP,TON,0.01905512
WASTE MANAGEMENT OF ALAMEDA COUNTY,WASTE MANAGEMENT OF ALAMEDA COUNTY,10840 ALTAMONT PASS RD,LIVERMORE,CA,94551,562212,37.7496,-121.6509,SO2,Sulfur Dioxide,CAP,TON,12.921952912
ST ROSE HOSPITAL,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,622110,37.63282,-122.08969,SO2,Sulfur Dioxide,CAP,TON,0.004464045
MASONIC HOMES OF CALIFORNIA,MASONIC HOMES OF CALIFORNIA,34400 MISSION BOULEVARD,UNION CITY,CA,94587,423720,37.598188,-122.01251,SO2,Sulfur Dioxide,CAP,TON,0.004861902
WASTE MANAGEMENT OF ALAMEDA COUNTY,WASTE MANAGEMENT OF ALAMEDA COUNTY,7010 AUTO MALL PKWY,FREMONT,CA,94538,562211,37.491239,-121.993548,SO2,Sulfur Dioxide,CAP,TON,2.570514176
AC TRANSIT DISTRICT - CENTRAL MAINTENANCE BUILDING,AC TRANSIT DISTRICT - CENTRAL MAINTENANCE BUILDING,10626 INTERNATIONAL BLVD,OAKLAND,CA,94603,485111,37.737146,-122.165764,SO2,Sulfur Dioxide,CAP,TON,7.27435e-4
IMTT RICHMOND CA,IMTT RICHMOND CA,100 CUTTING BOULEVARD,RICHMOND,CA,94804,424710,37.925,-122.369,SO2,Sulfur Dioxide,CAP,TON,0.009282584
"KOCH CARBON, LLC","KOCH CARBON, LLC",700 E 3RD STREET,PITTSBURG,CA,94565,423520,38.029364,-121.870501,SO2,Sulfur Dioxide,CAP,TON,0.001668243
JOHN MUIR MEDICAL CENTER,JOHN MUIR MEDICAL CENTER,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,CA,94598,622110,37.912139,-122.04133,SO2,Sulfur Dioxide,CAP,TON,0.185504778
SILGAN CONTAINERS MFG CORP,SILGAN CONTAINERS MFG CORP,2200 WILBUR AVENUE,ANTIOCH,CA,94509,332431,38.01095,-121.7866,SO2,Sulfur Dioxide,CAP,TON,2.9276e-5
EAST BAY MUNICIPAL UTILITY DISTRICT,EAST BAY MUNICIPAL UTILITY DISTRICT,5211 LA HONDA ROAD,EL SOBRANTE,CA,94803,221310,37.962444,-122.283788,SO2,Sulfur Dioxide,CAP,TON,6.4011e-5
LOS MEDANOS ENERGY CENTER,LOS MEDANOS ENERGY CENTER,750 E 3RD STREET,PITTSBURG,CA,94565,221112,38.0298,-121.8727,SO2,Sulfur Dioxide,CAP,TON,6.901
PINOLE-HERCULES WASTEWATER TREATMENT PLANT,PINOLE-HERCULES WASTEWATER TREATMENT PLANT,11 TENNENT AVENUE,PINOLE,CA,94564,221320,38.0128,-122.2966,SO2,Sulfur Dioxide,CAP,TON,0.52349331
DELTA ENERGY CENTER,DELTA ENERGY CENTER,ARCY LANE,PITTSBURG,CA,94565,221112,38.0169,-121.845,SO2,Sulfur Dioxide,CAP,TON,8.24
PG & E -  HUMBOLDT BAY GENERATING STATION,PG&E - HUMBOLDT BAY GENERATING STATION,1000 KING SALMON AVE,EUREKA,CA,95501,221112,40.7411,-124.2084,SO2,Sulfur Dioxide,CAP,TON,1.376307071
DG FAIRHAVEN POWER COMPANY,DG FAIRHAVEN POWER COMPANY,97 BAY STREET,SAMOA,CA,95564,221117,40.7998,-124.2027,SO2,Sulfur Dioxide,CAP,TON,0.073876514
LA CO. SHERIFFS DEPARTMENT,LACO SHERIFFS DEPT - MIRA LOMA DETENTION CENTER,45000 WEST 60TH ST.,LANCASTER,CA,93534,922140,34.7002,-118.236697,SO2,Sulfur Dioxide,CAP,TON,4.1829e-4
LOS ANGELES COUNTY SANITATION DISTRICTS,LACO PALMDALE WATER RECLAMATION PLANT,39300 30TH STREET EAST,PALMDALE,CA,93550,221320,34.59538,-118.07622,SO2,Sulfur Dioxide,CAP,TON,0.21923359
LOS ANGELES COUNTY SANITATION DISTRICTS,LACO LANCASTER WATER RECLAMATION PLANT,1865 WEST AVENUE D,LANCASTER,CA,93534,221320,34.77715,-118.16633,SO2,Sulfur Dioxide,CAP,TON,0.273266915
LANCASTER LANDFILL AND RECYCLING CENTER,"LANCASTER LANDFILL, WASTE MNGMT OF CAL, INC",600 EAST AVE F,LANCASTER,CA,93535,562212,34.749203,-118.117637,SO2,Sulfur Dioxide,CAP,TON,10.34875
THE BOEING COMPANY,US AIR FORCE PLANT 42 - BOEING,1500 E. AVENUE M,PALMDALE,CA,93550,336411,34.653833,-118.092142,SO2,Sulfur Dioxide,CAP,TON,4.37889e-4
VULCAN MATERIALS COPMANY,VULCAN - 7107 E AVENUE T,7107 EAST AVENUE T,LITTLEROCK,CA,93543,324121,34.547,-118.008,SO2,Sulfur Dioxide,CAP,TON,0.2486714
LACO DPW - TRAIL K P S,LACO DPW - TRAIL K P S,43666 NORTH TRAIL K,LAKE HUGHES,CA,93532,221320,34.6747,-118.4409,SO2,Sulfur Dioxide,CAP,TON,2.548e-7
"ELECTRONIC CHROME GRINDING CO, INC","ELECTRONIC CHROME GRINDING CO, INC",9128-32  DICE RD,SANTA FE SPRINGS,CA,90670,332813,33.955441,-118.066794,SO2,Sulfur Dioxide,CAP,TON,7.818e-4
HARBOR FUMIGATION INC,HARBOR FUMIGATION INC,2200  MINER ST,SAN PEDRO,CA,90731,561710,33.7261,-118.27801,SO2,Sulfur Dioxide,CAP,TON,1.29e-4
ROBINSON HELICOPTER CO INC,ROBINSON HELICOPTER CO INC,2901-31  AIRPORT DR,TORRANCE,CA,90505,336411,33.79471,-118.333848,SO2,Sulfur Dioxide,CAP,TON,0.0065311
"SUNSHINE FPC, INC.","SUNSHINE FPC, INC.",1600  GAGE RD,MONTEBELLO,CA,90640,326111,33.98094,-118.12123,SO2,Sulfur Dioxide,CAP,TON,0.002905
EAST BAY DISCHARGERS AUTHORITY,EAST BAY DISCHARGERS AUTHORITY,3000 DAVIS STREET,SAN LEANDRO,CA,94577,488119,37.714096,-122.192435,SO2,Sulfur Dioxide,CAP,TON,1.1883e-5
EAST BAY DISCHARGERS AUTHORITY,EAST BAY DISCHARGERS AUTHORITY,3700 ENTERPRISE AVE,HAYWARD,CA,94545,221320,37.633444,-122.128731,SO2,Sulfur Dioxide,CAP,TON,2.3941e-5
"CASS, INC","CASS, INC",2730 PERALTA STREET,OAKLAND,CA,94607,423930,37.817918,-122.284607,SO2,Sulfur Dioxide,CAP,TON,0.017704886
TRC,TRC,JAMES DONLON BLVD,ANTIOCH,CA,94509,541720,37.981637,-121.842106,SO2,Sulfur Dioxide,CAP,TON,0.09326187
"KINDER MORGAN LIQUIDS TERMINALS, LLC","KINDER MORGAN LIQUIDS TERMINALS, LLC",1140 CANAL BOULEVARD,RICHMOND,CA,94804,424710,37.91581,-122.3675,SO2,Sulfur Dioxide,CAP,TON,0.029767123
DICON FIBEROPTICS INC,DICON FIBEROPTICS INC,1689 REGATTA BLVD,RICHMOND,CA,94804,334413,37.918192,-122.350795,SO2,Sulfur Dioxide,CAP,TON,5.08491e-4
TOWN OF DISCOVERY BAY,TOWN OF DISCOVERY BAY,1800 WILLOW LAKE ROAD,DISCOVERY BAY,CA,94514,221320,37.902873,-121.599661,SO2,Sulfur Dioxide,CAP,TON,6.965e-6
QUALAWASH HOLDINGS LLC,QUALAWASH HOLDINGS LLC,2750 GOODRICK AVENUE,RICHMOND,CA,94801,424710,37.973278,-122.365544,SO2,Sulfur Dioxide,CAP,TON,0.005124877
PACIFIC BELL CORPORATION,PACIFIC BELL CORPORATION,1755 LOCUST STREET,WALNUT CREEK,CA,94596,221112,37.902992,-122.063742,SO2,Sulfur Dioxide,CAP,TON,1.37769e-4
PACIFIC BELL,PACIFIC BELL,100 W 20TH STREET,ANTIOCH,CA,94509,517111,38.003769,-121.807566,SO2,Sulfur Dioxide,CAP,TON,2.7314e-5
PACIFIC BELL,PACIFIC BELL,6191 HIGH STREET,CLAYTON,CA,94517,517111,37.939672,-121.933271,SO2,Sulfur Dioxide,CAP,TON,2.2254e-5
PACIFIC BELL,PACIFIC BELL,1714 COLFAX,CONCORD,CA,94520,517111,37.975998,-122.030833,SO2,Sulfur Dioxide,CAP,TON,5.8285e-5
PACIFIC BELL,PACIFIC BELL,590 SAN RAMON VALLEY BLVD,DANVILLE,CA,94526,517111,37.816294,-121.996524,SO2,Sulfur Dioxide,CAP,TON,1.5888e-5
PACIFIC BELL,PACIFIC BELL,4849 APPIAN WAY,EL SOBRANTE,CA,94803,517111,37.975849,-122.299347,SO2,Sulfur Dioxide,CAP,TON,1.6432e-5
PACIFIC BELL,PACIFIC BELL,1540 SYCAMORE AVENUE,HERCULES,CA,94547,517111,38.011474,-122.272227,SO2,Sulfur Dioxide,CAP,TON,1.0447e-5
PACIFIC BELL,PACIFIC BELL,3610 HAPPY VALLEY RD,LAFAYETTE,CA,94549,517111,37.89187,-122.125854,SO2,Sulfur Dioxide,CAP,TON,7.4e-6
PACIFIC BELL,PACIFIC BELL,515 E STREET,MARTINEZ,CA,94553,517111,38.002356,-122.131776,SO2,Sulfur Dioxide,CAP,TON,4.5596e-5
PACIFIC BELL,PACIFIC BELL,8925 HOLLY STREET,OAKLAND,CA,94621,517111,37.750412,-122.173266,SO2,Sulfur Dioxide,CAP,TON,3.8197e-5
PACIFIC BELL,PACIFIC BELL,2105 MACDONALD AVE,RICHMOND,CA,94801,517111,37.91775,-122.34961,SO2,Sulfur Dioxide,CAP,TON,4.7555e-5
PACIFIC BELL,PACIFIC BELL,301 STAR STREET,OAKLEY,CA,94561,517111,37.995666,-121.711772,SO2,Sulfur Dioxide,CAP,TON,5.822e-5
AT&T,AT&T,9768 BROADMOOR DRIVE,SAN RAMON,CA,94583,517111,37.739406,-121.941088,SO2,Sulfur Dioxide,CAP,TON,3.6455e-5
EAST BAY MUNICIPAL UTILITY DIST - DANVILLE PP,EAST BAY MUNICIPAL UTILITY DIST - DANVILLE PP,2055 DANVILLE BLVD,DANVILLE,CA,94526,924110,37.879107,-122.050161,SO2,Sulfur Dioxide,CAP,TON,4.1897e-5
EAST BAY MUNICIPAL UTILITY DIST,EAST BAY MUNICIPAL UTILITY DIST,2201 LARKEY LANE,WALNUT CREEK,CA,94596,921120,37.913354,-122.08356,SO2,Sulfur Dioxide,CAP,TON,2.1029e-5
CITY OF SAN PABLO POLICE DEPT,CITY OF SAN PABLO POLICE DEPT,13880 SAN PABLO AVE,SAN PABLO,CA,94806,921120,37.960115,-122.341889,SO2,Sulfur Dioxide,CAP,TON,4.897e-6
CITY OF ANTIOCH,CITY OF ANTIOCH,3RD & H STREET,ANTIOCH,CA,94509,921110,38.016336,-121.814186,SO2,Sulfur Dioxide,CAP,TON,1.088e-6
MECS INC,MECS INC,1778 MONSANTO WAY,MARTINEZ,CA,94553,325998,38.019504,-122.056565,SO2,Sulfur Dioxide,CAP,TON,0.00571998
PACIFIC BELL CORPORATION,PACIFIC BELL CORPORATION,355 CENTRAL AVENUE,PITTSBURG,CA,94565,517111,38.024781,-121.883206,SO2,Sulfur Dioxide,CAP,TON,2.5192e-5
IRONHOUSE SANITARY DISTRICT,IRONHOUSE SANITARY DISTRICT,HIGHWAY 4,OAKLEY,CA,94561,221320,37.99309,-121.70325,SO2,Sulfur Dioxide,CAP,TON,9.794e-5
SUPERIOR READY MIX,SUPERIOR READY MIX/RYERSON,802 E. MAIN ST,EL CENTRO,CA,92243,212321,32.7945,-115.5311,SO2,Sulfur Dioxide,CAP,TON,0.00754494
IMPERIAL VALLEY AGGREGATES,IMPERIAL VALLEY AGGREGATES,SHELL CANYON ROAD,OCOTILLO,CA,92259,212321,32.779107,-116.012421,SO2,Sulfur Dioxide,CAP,TON,2.280385
NAVAL AIR FACILITY EL CENTRO,NAVAL AIR FACILITY EL CENTRO,1605 THIRD STREET,EL CENTRO,CA,92243,928110,32.77933,-115.54885,SO2,Sulfur Dioxide,CAP,TON,0.005168969
"LA CITY, TERMINAL ISLAND TREATMENT PLANT","LA CITY, TERMINAL ISLAND TREATMENT PLANT",445  FERRY ST,SAN PEDRO,CA,90731,924110,33.74465,-118.26112,SO2,Sulfur Dioxide,CAP,TON,0.31437392
ST. JUDE MEDICAL CRMD,ST. JUDE MEDICAL CRMD,15900  VALLEY VIEW CT,SYLMAR,CA,91342,334510,34.30579,-118.47818,SO2,Sulfur Dioxide,CAP,TON,0.0051987
PHARMAVITE LLC,PHARMAVITE LLC,1150  AVIATION PL,SAN FERNANDO,CA,91340,325411,34.29109,-118.42014,SO2,Sulfur Dioxide,CAP,TON,0.0179129
"CITY OF HERMOSA BEACH, FINANCE DEPT","CITY OF HERMOSA BEACH, FINANCE DEPT",555  6TH ST,HERMOSA BEACH,CA,90254,921190,33.84992,-118.39105,SO2,Sulfur Dioxide,CAP,TON,0.00683546
DAVIS WIRE CORP,DAVIS WIRE CORP,5555  IRWINDALE AVE,IRWINDALE,CA,91706,331222,34.113297,-117.936214,SO2,Sulfur Dioxide,CAP,TON,0.037636544
NOR-CAL METAL FABRICATORS,NOR-CAL METAL FABRICATORS,1121 3RD STREET,OAKLAND,CA,94607,332812,37.799533,-122.287851,SO2,Sulfur Dioxide,CAP,TON,7.5817e-5
U S VETERANS ADMINISTRATION MEDICAL CENTER,U S VETERANS ADMINISTRATION MEDICAL CENTER,4951 ARROYO ROAD,LIVERMORE,CA,94550,622110,37.62239,-121.76138,SO2,Sulfur Dioxide,CAP,TON,0.015170105
"SONOCO PROTECTIVE SOLUTIONS, INC","SONOCO PROTECTIVE SOLUTIONS, INC",3466 ENTERPRISE AVE,HAYWARD,CA,94545,322211,37.631896,-122.124182,SO2,Sulfur Dioxide,CAP,TON,0.003932446
AC TRANSIT DISTRICT,AC TRANSIT DISTRICT,1100 SEMINARY AVE,OAKLAND,CA,94621,485111,37.758702,-122.204404,SO2,Sulfur Dioxide,CAP,TON,1.9523e-5
DOE-KAO SANDIA NATIONAL LABORATORIES,DOE-KAO SANDIA NATIONAL LABORATORIES,7011 EAST AVENUE,LIVERMORE,CA,94550,541714,37.68,-121.709,SO2,Sulfur Dioxide,CAP,TON,0.01154845
"CONSOLIDATED PRINTERS, INC","CONSOLIDATED PRINTERS, INC",2630 8TH STREET,BERKELEY,CA,94710,323111,37.856382,-122.291499,SO2,Sulfur Dioxide,CAP,TON,4.67924e-4
LAM RESEARCH CORPORATION - FREMONT CAMPUS,LAM RESEARCH CORPORATION - FREMONT CAMPUS,4650 CUSHING PKWY,FREMONT,CA,94538,334413,37.489,-121.958,SO2,Sulfur Dioxide,CAP,TON,0.007073291
PACIFIC GAS AND ELECTRIC COMPANY,PACIFIC GAS AND ELECTRIC COMPANY,24300 CLAWITER ROAD,HAYWARD,CA,94545,221112,37.640759,-122.118592,SO2,Sulfur Dioxide,CAP,TON,5.1e-5
PACIFIC GAS AND ELECTRIC COMPANY,PACIFIC GAS AND ELECTRIC COMPANY,3797 1ST STREET,LIVERMORE,CA,94550,221112,37.6876,-121.75033,SO2,Sulfur Dioxide,CAP,TON,1.5312e-5
PACIFIC GAS AND ELECTRIC COMPANY/ENVR FIELD SVCS,PACIFIC GAS AND ELECTRIC COMPANY/ENVR FIELD SVCS,4801 OAKPORT STREET,OAKLAND,CA,94601,221122,37.762799,-122.217258,SO2,Sulfur Dioxide,CAP,TON,1.414e-5
CITY OF LIVERMORE WATER RECLAMATION PLANT,CITY OF LIVERMORE WATER RECLAMATION PLANT,101 W JACK LONDON BLVD,LIVERMORE,CA,94550,221320,37.68845,-121.809118,SO2,Sulfur Dioxide,CAP,TON,0.407555856
"AMPHENOL THERMOMETRICS, INC","AMPHENOL THERMOMETRICS, INC",1055 MISSION COURT,FREMONT,CA,94539,334413,37.488105,-121.929319,SO2,Sulfur Dioxide,CAP,TON,1.632e-6
TURK ISLAND SOLID WASTE DISPOSAL SITE,TURK ISLAND SOLID WASTE DISPOSAL SITE,UNION CITY BOULEVARD,UNION CITY,CA,94587,562211,37.598144,-122.080659,SO2,Sulfur Dioxide,CAP,TON,0.2769489
ROSELAWN CEMETERY,ROSELAWN CEMETERY,1240 N LIVERMORE AVE,LIVERMORE,CA,94550,812210,37.695803,-121.774678,SO2,Sulfur Dioxide,CAP,TON,5.08107e-4
VALLEY MEMORIAL HOSPITAL,VALLEY MEMORIAL HOSPITAL,1111 E STANLEY BLVD,LIVERMORE,CA,94550,622110,37.677069,-121.780236,SO2,Sulfur Dioxide,CAP,TON,0.009953766
CATHOLIC CREMATION SERVICES,CATHOLIC CREMATION SERVICES,1051 HARDER ROAD,HAYWARD,CA,94542,812210,37.65057,-122.063044,SO2,Sulfur Dioxide,CAP,TON,4.22488e-4
WESTERN COLLOID PRODUCTS,WESTERN COLLOID PRODUCTS,700 71ST AVENUE,OAKLAND,CA,94621,324121,37.751344,-122.197218,SO2,Sulfur Dioxide,CAP,TON,4.23598e-4
SUTTER HEALTH EDEN MEDICAL CENTER,SUTTER HEALTH EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,622110,37.69854,-122.08745,SO2,Sulfur Dioxide,CAP,TON,0.018690032
ACME FILL CORPORATION,ACME FILL CORPORATION,950 WATERBIRD WAY,MARTINEZ,CA,94553,562211,38.02351,-122.09603,SO2,Sulfur Dioxide,CAP,TON,0.009414695
"G3 MINERALS, BYRON PLANT","G3 MINERALS, BYRON PLANT",CAMINO DIABLO RD,BYRON,CA,94514,212322,37.792414,-121.714901,SO2,Sulfur Dioxide,CAP,TON,0.002387995
MICRONIZED ULTRA TECH INC,MICRONIZED ULTRA TECH INC,740 MARKET AVENUE,RICHMOND,CA,94801,212323,37.946522,-122.381435,SO2,Sulfur Dioxide,CAP,TON,0.001074836
KAISER PERMANENTE MEDICAL CENTER,KAISER PERMANENTE MEDICAL CENTER,200 MUIR ROAD,MARTINEZ,CA,94553,622110,37.992724,-122.11286,SO2,Sulfur Dioxide,CAP,TON,3.4986e-5
JOHN MUIR HEALTH - CONCORD CAMPUS,JOHN MUIR HEALTH - CONCORD CAMPUS,2540 EAST STREET,CONCORD,CA,94520,622110,37.982337,-122.034439,SO2,Sulfur Dioxide,CAP,TON,0.137532817
MARTINEZ COGEN LIMITED PARTNERSHIP AT TESORO,MARTINEZ COGEN LIMITED PARTNERSHIP AT TESORO,550 SOLANO WAY  AVON REFINERY,MARTINEZ,CA,94553,221112,38.022124,-122.06756,SO2,Sulfur Dioxide,CAP,TON,1.638158345
KAISER FOUNDATION HOSPITAL,KAISER FOUNDATION HOSPITAL,1425 SO MAIN STREET,WALNUT CREEK,CA,94596,622110,37.890177,-122.057115,SO2,Sulfur Dioxide,CAP,TON,0.011289812
SAN LEANDRO WATER POLLUTION CONTROL PLANT,SAN LEANDRO WATER POLLUTION CONTROL PLANT,3000 DAVIS STREET,SAN LEANDRO,CA,94577,221320,37.71257,-122.190659,SO2,Sulfur Dioxide,CAP,TON,0.205181682
AC TRANSIT,AC TRANSIT,1177 47TH STREET,EMERYVILLE,CA,94608,488490,37.833856,-122.280589,SO2,Sulfur Dioxide,CAP,TON,7.021e-6
DELTA DIABLO SANITATION DISTRICT,DELTA DIABLO SANITATION DISTRICT,2500 PITTSBRG ANTIOCH HWY,ANTIOCH,CA,94509,221320,38.004296,-121.833105,SO2,Sulfur Dioxide,CAP,TON,3.410190037
WEST COUNTY WASTEWATER DISTRICT,WEST COUNTY WASTEWATER DISTRICT,2377 GARDEN TRACT RD,RICHMOND,CA,94801,221320,37.962795,-122.375459,SO2,Sulfur Dioxide,CAP,TON,0.173179701
MILITARY OCEAN TERMINAL CONCORD,MILITARY OCEAN TERMINAL CONCORD,PORT CHICAGO HIGHWAY,CONCORD,CA,94520,928110,38.03354,-122.00864,SO2,Sulfur Dioxide,CAP,TON,3.74393e-4
DELTA DIABLO SANITATION,DELTA DIABLO SANITATION,7TH ST & MONTEZUMA ST,PITTSBURG,CA,94565,221320,38.032292,-121.890586,SO2,Sulfur Dioxide,CAP,TON,9.323e-5
WEST CONTRA COSTA COUNTY LANDFILL,WEST CONTRA COSTA COUNTY LANDFILL,1 PARR BOULEVARD,RICHMOND,CA,94801,562211,37.9682,-122.3854,SO2,Sulfur Dioxide,CAP,TON,2.018713324
CONTRA COSTA COUNTY,CONTRA COSTA COUNTY,1000 WARD STREET,MARTINEZ,CA,94553,922140,38.016145,-122.132924,SO2,Sulfur Dioxide,CAP,TON,5.5064e-5
CHEMTRADE WEST US LLC,CHEMTRADE WEST US LLC,525 CASTRO STREET,RICHMOND,CA,94801,325998,37.92873,-122.38406,SO2,Sulfur Dioxide,CAP,TON,148.0833109
"VERCO DECKING, INC","VERCO DECKING, INC",607 WILBUR AVENUE,ANTIOCH,CA,94509,332321,38.010783000000004,-121.795458,SO2,Sulfur Dioxide,CAP,TON,0.001336512
OAK VIEW MEMORIAL PARK,OAK VIEW MEMORIAL PARK,2500 E 18TH STREET,ANTIOCH,CA,94509,812210,38.003302,-121.77099,SO2,Sulfur Dioxide,CAP,TON,0.05643743
CITY OF RICHMOND WATER POLLUTION CONTROL DISTRICT,CITY OF RICHMOND WATER POLLUTION CONTROL DISTRICT,601 CANAL BOULEVARD,RICHMOND,CA,94804,221320,37.922472,-122.377279,SO2,Sulfur Dioxide,CAP,TON,0.298748547
RICHMOND METAL PAINTING,RICHMOND METAL PAINTING,1143 MARINA WAY SOUTH,RICHMOND,CA,94804,332812,37.915466,-122.354903,SO2,Sulfur Dioxide,CAP,TON,2.68201e-4
PACIFIC GAS AND ELECTRIC COMPANY,PACIFIC GAS AND ELECTRIC COMPANY,2111 HILLCREST AVE,ANTIOCH,CA,94509,221112,37.998633,-121.786511,SO2,Sulfur Dioxide,CAP,TON,5.258e-6
