totalpop,agedep,drovealone,walked,fromhome,lfblack,geoid_tract
4737,66.7,80.1,1.4,6.2,33.3,42019910200
4867,52.5,81.3,3.7,4.8,11.8,42019910301
4086,51.6,81.4,1.8,7.1,40,42019910302
3526,21.9,72,17.9,2.5,80.4,42019910400
4219,53.9,80.3,2.6,7.8,0,42019910600
2863,58,85,0,7.6,NA,42019910700
2573,52.1,92.7,0,2.9,60,42019910800
5079,84.4,87.4,0,6.9,NA,42019910900
5481,66.8,80.1,0.5,13.6,72.2,42049010904
6552,71.2,81.5,0,5.4,48.6,42049011001
4443,75.5,85.1,0.7,4,64.9,42049011002
5373,61.3,81.8,0,4.5,51.1,42049011101
3236,86.8,85.6,1.1,4.1,98.3,42049011102
4529,71.9,87,1,1.1,100,42049011201
7109,82.3,85.3,0.3,6.2,100,42049011202
3147,60.2,68.8,9.3,3.6,37,42049011300
3780,84.7,75.7,4.6,5.9,83.5,42049011400
4008,101.9,79,4.9,4.5,35.1,42049011503
5313,74.5,88.7,0.5,4.1,NA,42049011508
2842,66.3,81.1,0.5,9.3,28.6,42049011509
2806,73.3,91.8,0.1,1.9,100,42049011510
2250,9.2,46.3,28.3,16.1,79.2,42049011511
4065,60,83.9,5.3,2.7,6.7,42049011600
2939,65.5,79.9,8.1,4.1,64.4,42049011701
5343,78.7,81.3,4.7,5.3,70.6,42049011702
2937,94.9,69.1,3.4,5.9,NA,42049011801
2973,77.7,89.3,0.8,1.7,0,42049011802
6285,76.6,84.5,2.3,1.3,52.3,42049011900
2665,61.7,85.3,1.2,4.6,0,42049012001
3148,79.6,74.5,8.5,1.7,NA,42049012002
7247,51.9,82.5,1.9,6.2,85.7,42049012100
5945,55.9,85,1.5,9.4,78.6,42049012201
5599,32.5,65.9,20.5,4.9,14.5,42049012202
1542,58.3,59,3.3,6.6,84.4,42049012400
0,NA,NA,NA,NA,NA,42049990000
5007,69.7,84.5,2.3,6.9,28.6,42051260100
3897,83,80.8,0.9,7.3,100,42051260200
3638,65.9,81.1,3,4.4,13.5,42051260300
1996,69.3,83.1,0,9.2,NA,42051260401
4699,60,81,0,15,NA,42051260402
6222,60.2,83.6,0.4,2.5,0,42051260500
4024,71.5,84.4,0.3,3.7,100,42051260600
3993,64.9,87.9,6,0.7,75.9,42051260700
3421,81.1,79,10.2,3.9,39.5,42051260800
4487,63.5,91.1,2.4,4,0,42051260900
2477,70.9,95,0,3.6,0,42051261000
2461,77.6,87.6,1.4,7.1,100,42051261100
2313,58.6,67.7,4.2,1.4,63.5,42051261200
6712,43.4,87.1,0.3,4.8,2.3,42051261300
2605,82.9,86.3,0,2,53.8,42051261401
2721,70.1,91.3,1.1,1.8,49.8,42051261402
4032,64.6,83.7,2.4,7.2,100,42051261500
2791,76.9,85.9,5.8,0,77.8,42051261600
1655,65.7,55.9,12.3,7.7,76.3,42089300902
2097,89.1,87.3,1.6,3.6,37.3,42089301002
2511,67.4,55.6,0,3.7,75.7,42089301003
4650,65.5,70.6,0,5.3,61,42089301004
4043,47.6,70.8,1.7,10.4,100,42089301005
6375,51.2,86.7,0,3.5,85.5,42089301101
2530,64,79.5,0,2.1,1.4,42089301102
5368,62.3,76.7,1.2,8.2,82.1,42089301202
5875,51.4,85.8,0,3.4,87.5,42089301203
4008,50.4,78.5,0,0.3,59.7,42089301204
3321,50.5,81.1,0.5,4.6,93.5,42089301206
4182,55,82.1,0.7,5.2,86.4,42089301207
2936,56.3,81.8,0,9.4,61.2,42089301302
3513,51,91.9,0.9,0.9,89,42089301303
4211,72,82.6,0,5.5,26.4,42089301304
3212,49.5,77.1,0.8,6.4,57,42089301403
1972,46.9,53.4,7.9,2.6,76,42089301404
2876,48.6,76.2,0.7,5,66.7,42089301405
1313,52.3,78.9,0,10,55.1,42089301406
4063,62.5,68.4,0.4,15.4,61,42091200103
3866,71.2,85.1,0.6,5.4,100,42091200104
3230,71.4,76.6,1.7,10.4,74.1,42091200105
2080,108,67.1,0.6,13.3,85.1,42091200106
1217,60.6,65.3,12.9,8.6,42.9,42091200200
6452,42.4,79.2,1.1,3.9,83.2,42091200301
2361,67.7,80.6,0,10.9,NA,42091200305
3410,68.7,84.7,0.6,5.8,0,42091200306
2470,75.8,79.4,1.1,7.3,33.3,42091200307
4377,59.2,66.9,5.7,17.8,66,42091200308
2397,57.3,73.7,1.4,6.2,86.7,42091200309
2616,101.4,79.1,2.1,8.1,0,42091200310
3592,62.9,79.8,0.6,11.9,93.4,42091200401
3866,48.5,84.7,3.7,4.2,85,42091200402
5215,119.4,82.8,1.5,7.1,68.2,42091200501
5549,61.5,79.6,1.5,3.4,90.3,42091200502
6156,69,79.3,2.5,10.7,95.7,42091200505
4459,49.5,77.6,0,11.5,100,42091200506
5126,66.3,81,0.1,9.8,55.7,42091200507
8614,64.1,79.7,2.8,10.8,86.6,42091200602
3921,56.9,80.7,2.4,6.4,94.6,42091200603
5950,72.5,78,0,8.3,69.3,42091200605
3036,53,81.4,0.6,5.3,87.1,42091200606
4604,52.4,74.9,0.8,13.8,76.5,42091200607
3854,58.8,71.6,1.2,3.1,48.4,42101034803
4959,44.7,80.9,1.1,2.2,63.7,42101034900
4040,70.9,64.8,0,11,28.1,42101035100
4733,59.1,58.8,3.1,15.4,67.5,42101035200
5487,52.4,83.5,0.4,0.6,83.9,42101035301
4569,81.5,71,1.6,3.6,73.5,42101035302
7717,75.5,72,2.6,1.7,61.3,42101035500
5221,96.1,68.3,3,3.4,66.8,42101035601
3602,66.1,76.2,1.3,1.7,22.2,42101035602
4758,59.7,59,2,0.8,85.4,42101035701
4330,60.5,68.8,4.7,3.9,100,42101035702
6652,79.6,69.5,1.6,1.8,37.3,42101035800
5352,75.5,81.7,0,0,36.5,42101035900
3512,86.9,61.4,4.1,6.7,51.8,42101036000
3978,53.9,79,3.1,4.4,97.4,42101036100
5195,54.6,76,0.5,1.7,91,42101036201
6171,63.1,74.1,0.4,2.1,71.8,42101036202
4827,71.8,82.1,1.9,1.6,78.4,42101036203
4351,77.3,74.8,4.9,9.1,100,42101036301
3607,60.3,59.7,3.6,4,75.7,42101036302
6609,77.8,81,0.8,5.1,96.8,42101036303
999,77.8,66,2.8,12.1,25.2,42101036400
4799,66.7,78.9,1.2,1.8,64.6,42101036501
4341,65.7,78.8,0.6,4.3,100,42101036502
2132,39.8,59.2,8.5,14.4,99.3,42101036600
3121,24.3,48.3,9.5,10.5,63.3,42101036700
0,NA,NA,NA,NA,NA,42101036901
6034,4.6,23,49.7,13.7,33.7,42101036902
4241,75.9,54.8,7.2,5.1,61.2,42101037200
5632,68.4,51.7,6.4,10,83.3,42101037300
3727,51.3,62.4,3.3,8.8,49.7,42101037500
3293,18.7,32.4,25.7,8.4,42.1,42101037600
5100,21,29.9,14.8,7.7,49.8,42101037700
2352,32.9,61.9,2.5,14.3,52.9,42101037800
4696,49.9,62,3.2,9.5,37.5,42101037900
2649,79.4,57.4,4.6,9.6,54.5,42101038000
961,44.3,55,3.9,5,76,42101038100
3039,92.5,39.8,3.4,5.7,90.1,42101038200
2745,41,60.3,3,1.8,33.7,42101038301
2393,62.9,69.5,0,7.5,56.3,42101038400
1793,87.2,64.7,6.8,13.5,65.5,42101038500
1410,90.3,53.3,2.2,19.9,67.1,42101038600
2742,68.8,44.3,11.6,18.9,43.5,42101038700
3610,75.5,81.2,1.2,3.4,NA,42009960200
4680,69.7,83.6,1.6,7.1,NA,42009960300
5258,68.8,77.7,3.7,4.9,100,42009960400
3444,81,81.3,2.4,3.6,NA,42009960500
5186,74.3,82.4,3,5.5,85.9,42009960600
2703,84.9,87.7,3.7,4.1,100,42009960700
5148,62.9,79.3,2.4,8.3,80.9,42009960800
4827,61.2,82.5,1.9,5.7,NA,42009960900
2652,69.3,78.2,1.5,3.6,33.3,42009961001
3101,96.3,82.2,3.3,5.2,63.2,42009961002
4016,72,79.6,2.2,5.2,NA,42009961100
4322,61.6,40.3,21.5,6.9,55.1,42011000100
4077,73.7,68.8,4.8,0.7,53.4,42011000200
2457,69.8,82.2,4.2,0.6,77.7,42011000300
3952,68.6,74.3,4.6,3.7,75.3,42011000400
4017,61.8,52,3.3,4.1,88,42011000500
3664,37.3,56.7,14.2,12.8,51.4,42011000600
4499,55.9,63.3,5.3,1.2,79,42011000700
4737,62.8,62.9,0,4,62.1,42011000800
2593,78.1,76.9,2.9,2.9,49.6,42011000900
3293,68.5,68.1,8.3,4.7,72.8,42011001000
4144,56.3,68.3,3.4,2.5,65.4,42011001100
1744,103.5,24.1,12.8,2.1,54.1,42011001200
2930,56.4,37.2,19,2.1,78.5,42011001300
3724,58.7,50.1,5.9,2.2,80.6,42011001400
3398,80.2,40.8,0.9,12.8,65.8,42011001500
3210,64,55.8,4.4,0.5,85.4,42011001600
3055,61.6,54,2.9,1.8,50.7,42011001700
2507,55.8,64.6,3.4,3.5,73.9,42011001800
1954,67.2,60,0.2,1.5,53.8,42011001900
1274,41.6,74.9,2,0,52.3,42011002001
3340,60,63.7,3.2,1.3,69.5,42011002002
2808,75.1,49.7,7.5,1.7,88.2,42011002100
2068,66.2,57,0.5,7.1,55.5,42011002200
2657,77.1,68,0.5,5.4,52.6,42011002300
3388,120.9,42.5,15.1,0.9,62.4,42011002500
3320,109.1,69,8.7,3.7,47.3,42011002600
3529,84.5,78.8,3.7,7.1,NA,42009960100
1923,70.8,86,0.9,4.1,89.8,42011002700
3278,39,65.6,10.9,3.7,60.6,42011002900
5701,73.2,83.3,1.8,9.9,88.9,42011010100
4553,61.8,81.6,0,4,NA,42011010201
5565,60.8,82.7,2.3,7.6,55.2,42011010202
2743,62.4,84.5,1.1,4.9,94.6,42011010302
2259,43.2,86.3,2,9,NA,42011010303
6317,70.5,88,0.3,5.5,100,42019911000
4464,58.7,85.7,3.9,5.3,NA,42019911100
5603,63.8,91,1.1,4.2,0,42019911200
5322,70.7,82.2,1.5,11,78.4,42019911300
3375,78.8,85.6,2,8.7,NA,42019911400
5294,91.2,91.7,0,3.5,NA,42019911501
4228,72.1,87,0.4,7,0,42019911502
4938,89.4,85,0.5,11.8,0,42019911600
4802,47.6,76.4,1.7,12.8,NA,42019911700
6813,68.6,84.9,0.8,7.7,NA,42019911800
4798,74.4,81.2,2.4,6.7,NA,42019911900
5330,60,83.7,0.3,9.6,83.9,42019912001
5599,68.3,79.9,0,5.8,52.9,42019912002
4447,52.9,76.1,1.9,12.6,40,42019912101
2806,68.3,79.6,0,9.3,0,42019912102
3336,67.4,84.6,0,11.3,68.1,42019912200
5915,69.9,73.6,2.6,10.3,NA,42019912301
2762,49.6,81.2,3.2,10.7,71.4,42019912303
3928,47.8,77.1,0,12.8,NA,42019912304
3020,62.7,75.5,0,20.5,NA,42019912403
5984,68.8,80.5,0.8,12.7,0,42019912404
4783,62.9,82.9,2.3,9.7,100,42019912405
2533,114.3,71.5,0.4,18.3,0,42019912406
3343,76.8,91.9,5,1,NA,42019912701
4030,77.2,90.4,0.5,5.7,47.1,42019912702
5736,70.3,82.1,0.5,6.8,0,42019912800
2503,0.4,41.9,44.5,5.3,68.2,42019980100
1092,60.4,27.2,35.6,2.8,39.7,42021000100
681,27.3,71,7.4,0,46.4,42021000200
1617,57.4,75.7,4.6,1.9,41.5,42021000300
1757,69.3,66.8,4,3.1,52.8,42021000500
1736,82.4,61.4,10.7,17,36.8,42021000600
2749,58.6,61,18.7,12.4,42.6,42021000700
3004,61.6,74.8,1.2,1.2,100,42021001200
3900,71.2,87.3,0,5.3,73.1,42021010100
1129,82.1,78.2,0,3.8,49.1,42021010200
2348,63.3,85,0.9,4.4,37.5,42021010300
3134,63.1,86.4,0.6,2.8,72.2,42021010500
2451,95.3,81.9,1.1,3.7,100,42021010600
2818,94.5,88.3,0,2.7,100,42021010700
5057,89.6,84.5,3.4,7.4,93,42021010801
1527,72.3,84,2.3,4.4,97,42021011000
5140,85.8,73.2,1.7,10.4,12.2,42021011100
2101,95.6,83.1,2.6,7.8,100,42021011200
4739,72.3,80,0,9.6,66.7,42021011300
2532,73.7,84.6,0,1,30.8,42051261700
3573,77,82.8,0,1.1,64.7,42051261800
3138,50.6,75.9,0,2.1,49.5,42051261900
4786,75.2,84.4,0.5,6,18.5,42051262000
2333,73.5,69.8,0,13.6,38.3,42051262100
3185,74.6,80.1,5.3,3.2,86,42051262200
3417,92.2,89.8,2.9,2.3,49,42051262300
3185,71.6,88.2,0.7,4.7,100,42051262400
3262,69.4,78.6,0.5,6.5,62.7,42051262500
2763,55.9,89.2,3.1,0.7,70.4,42051262600
3426,56.5,65.9,0.8,2.2,83.3,42051262701
2657,82.5,84.8,2.9,3,0,42051262702
6827,81.3,83.7,0.6,5,20.4,42051262800
4816,64.3,91.8,0,1.8,75.3,42051262900
3314,72.6,76.3,5.7,0,52.1,42051263000
5801,60,85.6,2.8,5.3,41,42051263100
2288,64.1,82.6,0.6,2.1,NA,42051263200
1530,57.4,80.8,4.2,2.8,100,42051263300
4663,23.1,78.3,9.2,1.7,0,42053530100
2527,87,78.1,5.7,10.3,NA,42053530200
4252,63.9,77,4.8,4.4,NA,42055010100
4652,67.2,70.3,3.4,4.1,90.9,42055010200
5685,62.3,78.4,2.5,7.9,0,42055010301
4205,96.8,83,2.2,7.5,100,42055010302
4354,64.4,77.4,1.2,6.7,100,42055010401
4304,124.2,83.2,0.1,5.3,63.6,42055010402
4433,74.5,83.5,2,3.9,66.7,42055010501
4739,69.6,88,0,1.2,100,42055010502
6489,54,84,1.5,2.9,63.6,42055010600
4213,129.1,89.5,0,4.6,42.4,42055010701
4158,76.5,71.3,0.4,12.6,47.8,42055010702
3763,81.6,83.1,3.2,3.3,93.2,42055010800
5022,63.4,73.4,2.9,7.7,79.5,42055010900
5068,53.1,80.1,0.8,1.1,19.4,42055011000
3783,62.6,77.9,4.4,4.3,46.2,42055011100
3381,77.9,76.1,7.7,9,83.1,42055011200
5072,62.3,89.8,0,3.4,61.4,42055011301
6041,79.6,77.4,0.6,7.9,79.3,42055011302
6028,72.7,76.7,4.1,4.8,97.6,42055011400
6103,57.7,69.5,4.2,17.7,62.1,42055011500
6600,79.5,78.7,3.5,6,47.1,42055011600
4169,80.6,83.2,0,9.6,100,42055011701
4743,56.9,83.1,0,3.3,100,42055011702
4008,78.5,81.3,5.6,8.9,67.5,42055011800
4229,62,78.9,2.2,7.8,68.4,42091200703
3726,90.4,82.3,0,5.8,43.9,42091200704
4225,46.8,78.3,0.5,10.8,88.2,42091200707
5547,62.4,80.1,0,10.5,22.7,42091200708
3337,54.4,85.9,0.7,3.7,81.3,42091200800
4636,87.2,80.4,2.1,9.2,72.1,42091200901
1324,41.5,72.8,6.6,2.2,100,42091200902
4178,43.8,69,7.8,9.3,82.9,42091200903
2043,65.8,82.2,0.5,10.1,65.5,42091200906
2282,49.2,73.8,2.6,7.1,NA,42091200907
2383,55.8,71.6,2.7,3.8,78.7,42091200908
4613,52.7,83.4,1.8,5.8,77.3,42091201003
5449,88.4,76.1,0,15.8,51.8,42091201004
3682,90.3,80.8,0.3,9,68.9,42091201005
2085,122.5,77.8,3.6,11.4,88.2,42091201006
3271,45.9,79.8,8.5,2.7,100,42091201100
5661,101,69.5,4.1,16.1,32.8,42091201201
3717,88.5,83.7,1,6.9,17.3,42091201203
2134,75.5,77.4,2.1,4.7,44.2,42091201204
3786,68,80.1,2.2,6,54.6,42091201301
2708,49.7,69.5,11.4,9,84.5,42091201302
4973,84.3,75.4,1.4,16.9,14.8,42091201404
5070,88.4,76.4,0.9,7.9,43.8,42091201406
2551,66.7,75,1.7,7.2,72,42091201407
4361,70.7,67.1,1.6,17.9,27.6,42091201408
4317,71.1,71.1,0,19.3,72.2,42091201409
2369,59,81.9,3.7,5.2,59.5,42091201410
2749,53,78.4,0.9,12.4,0,42091201411
3543,118,70.8,2.6,12.8,4,42091201501
1934,88.1,80.6,0,10.5,43.7,42091201502
4339,61.2,80.4,3.2,6.3,70.1,42091201603
2986,64.6,71.3,1,8.1,71,42091201604
3316,73.9,81.1,0,3.9,72,42091201605
2296,57.8,84.5,0.6,2.6,81.1,42091201606
3149,63.2,77.6,1.1,6.2,33.6,42091201607
4911,57.6,78.7,1.3,12,87.2,42091201608
3116,57,78.2,0,3.9,63.9,42091201703
3348,60.6,73.6,1.7,8.5,61.3,42091201704
4144,64.9,72.5,3.1,11.8,86.3,42091201705
5267,56,72.9,4.2,9.1,79.2,42091201706
3030,116.4,59.1,6.2,14.1,81.5,42091201800
4918,70.3,62.8,9.5,6.2,0,42091201901
5135,76,75.5,1.3,9.1,73.8,42091201902
3864,67.1,55.9,2.7,17,70.3,42101038800
3634,62.7,57.7,5.9,2.9,54.4,42101038900
3915,73,58.5,5,7.1,75.4,42101039001
4745,64.5,79.8,1.6,0,96.9,42101039002
3580,80.6,22.9,15.7,10.8,64.8,42101039100
0,NA,NA,NA,NA,NA,42101980001
50,NA,NA,NA,NA,0,42101980002
0,NA,NA,NA,NA,NA,42101980003
45,181.3,52.2,30.4,17.4,NA,42101980100
396,633.3,29.7,0,21.6,13.6,42101980200
0,NA,NA,NA,NA,NA,42101980300
0,NA,NA,NA,NA,NA,42101980400
0,NA,NA,NA,NA,NA,42101980500
0,NA,NA,NA,NA,NA,42101980600
0,NA,NA,NA,NA,NA,42101980701
0,NA,NA,NA,NA,NA,42101980702
0,NA,NA,NA,NA,NA,42101980800
0,NA,NA,NA,NA,NA,42101980901
0,NA,NA,NA,NA,NA,42101980902
0,NA,NA,NA,NA,NA,42101980903
0,NA,NA,NA,NA,NA,42101980904
0,NA,NA,NA,NA,NA,42101980905
0,NA,NA,NA,NA,NA,42101980906
1631,2.1,0,0,0,1.8,42101989100
0,NA,NA,NA,NA,NA,42101989200
123,6,NA,NA,NA,0,42101989300
2272,70.7,75.8,4.3,7.5,NA,42103950102
2274,67.5,86.1,1.8,3.6,NA,42103950103
2291,78.7,84.7,4.3,3.4,51.7,42103950104
1598,84.5,76.8,0,5.6,NA,42103950202
1698,87.4,92.3,0,4.7,100,42103950203
1792,126.5,81,0,14.6,NA,42103950204
632,103.9,77.8,1.7,16,NA,42103950302
1778,76,95.9,0,2.5,NA,42103950303
812,103.5,78.5,0,4.7,NA,42103950304
1779,59,84.4,0,0.6,0,42103950501
1844,93.7,64,0,27.2,100,42103950503
1033,79,87.3,0,12.7,20.9,42103950504
1299,86.1,88.6,0.7,3.3,100,42103950601
1390,51.9,72.9,4.4,4.7,61.9,42103950603
6155,54.7,81.9,0,5.7,100,42103950606
2297,65.3,89.9,0,2.6,100,42103950607
3219,67.4,79.5,0,10.9,100,42103950608
3652,55,77.1,2.1,1.4,100,42103950701
1472,59.3,76.5,2,12.4,100,42011010401
6977,73.3,81.9,3.2,9.7,48.1,42011010402
6388,57.7,83.4,4.5,2.1,51.6,42011010500
2757,100.7,78.5,2.9,6.8,71.6,42011010601
6039,65.8,81.3,2.2,11.1,100,42011010602
3003,61.8,90.9,0.8,6,0,42011010701
4505,71.9,89.7,1.1,5.3,70.2,42011010702
2021,72.9,90.4,0.5,5.1,58.3,42011010801
5920,70.8,83.7,1.4,3.7,59.5,42011010803
3364,57.3,92,0,1,43.2,42011010804
4104,64.3,84,2.2,4.3,100,42011010902
6250,67.9,80,5.9,3.3,71.4,42011010903
4000,91,81.4,3.5,12,87,42011010904
4681,66.9,86.5,1.5,3.6,60,42011010905
4433,73.4,86,3.3,3,92.4,42011011000
2083,61.3,78.9,4.6,7.7,29,42011011101
5530,89.7,87.4,0.6,5.6,51.5,42011011102
4293,50,78.7,6.6,8.3,52.5,42011011200
2805,54.4,71.7,3.2,13,68.5,42011011300
5306,71.1,83.6,2.1,8.7,94.4,42011011400
3013,55.5,83,1.9,4.1,NA,42011011500
5549,82.7,68.9,2.9,14.6,88.2,42011011601
4263,66.9,91.3,0,2.6,81.1,42011011602
5614,81.8,80.9,0.6,8.6,78,42011011603
4690,61.6,88.4,1.3,5.5,100,42011011702
4256,80.6,74.3,3,15.6,28.9,42011011703
2556,70.3,89.7,3.1,6.4,50,42011011704
4842,70.7,75.5,1.2,11.3,100,42011011705
5141,58.6,81.9,2.9,4.3,100,42011011800
3697,64.6,81.1,1.5,11.1,11.1,42011011902
5265,74.6,74.8,0,17.9,100,42011011903
3071,69.3,87.5,0,5.3,59.1,42011011905
4725,75.7,77.9,0.5,14.6,87.7,42011011906
2345,72.4,83,0,6.8,79.9,42011012001
2057,89.9,85.8,0,6.4,NA,42011012003
7331,60,83.6,2.8,7.6,88.5,42011012004
1893,75.6,85.6,1.4,5.2,100,42011012101
6853,64.5,85.5,0,6.7,0,42011010304
2131,64.2,87.7,1,2.6,NA,42011012103
3564,53.2,77.5,3.3,4.5,90.3,42011012104
4682,75.6,87.8,0,10.4,95.2,42011012106
3563,70.4,81.4,0,8.8,36.3,42011012107
3265,68.3,82.5,6.6,1.6,86.3,42011012200
4528,66.4,86.2,0.7,4.1,100,42011012300
7258,61.1,82.4,4.9,2.8,67.1,42011012400
3055,79.1,80.5,6.1,1.3,33.3,42021011400
4047,72.8,81.1,2.8,2.8,72.7,42021011500
2530,77.3,90.4,3,1.3,0,42021011600
2403,68.5,80.3,0.6,2.2,0,42021011700
3598,78.6,84.1,3.6,4.6,NA,42021011800
3538,70.8,77.6,3.3,1.8,NA,42021011900
5710,78.7,83.3,1.8,3.5,0,42021012000
2276,72.8,81,0.6,8,13.6,42021012100
3512,68.1,85.3,0.7,2.7,100,42021012200
4245,26.1,77.9,12.9,2.2,2.1,42021012300
3346,64.9,86.2,2.4,1.6,40,42021012400
5782,71.9,76.6,0.9,9.2,0,42021012500
3088,74.9,76.1,8.8,5.3,0,42021012600
2539,82.4,89.6,1.3,0.9,0,42021012700
4891,59.9,84.6,3.1,3.3,10.4,42021012800
3388,96.2,81.5,0.8,5,NA,42021012900
2466,78.2,83.6,8.4,2.3,27.3,42021013000
2262,76.4,81.5,1.8,2.7,83.3,42021013100
3891,74,86,1.3,4.8,NA,42021013200
5571,66.8,91.4,0.1,1.3,82.4,42021013300
2471,57.4,76.4,2.4,3.8,63.5,42021013400
2368,98,70.5,0.9,4,38.1,42021013500
3027,146.1,58.8,5.8,3.4,49.1,42021013600
4627,44.4,80.5,5.5,7.9,28.7,42021013700
2004,57.7,77.3,14.8,0,0,42023960100
2508,96.7,79.3,0.3,2.7,NA,42023960200
4648,54.8,81.9,3.1,4.4,0,42025020102
4326,81.3,79.8,1.1,12,0,42025020103
1582,91.5,87.6,2.2,1.4,0,42025020106
3148,58,78.2,2.6,13.4,74.2,42025020107
2187,68.2,81.2,0,4.6,95.3,42025020108
3408,80.2,88.6,0.9,2.6,100,42025020201
3260,69.4,84.2,2.8,2.5,65.1,42025020202
3247,80.3,83.9,0.1,2,51,42025020301
2981,78.3,91,0,1.9,NA,42025020302
3761,65.2,92,2.4,3.1,14,42025020400
4222,53.6,75.8,1.4,5.5,0,42025020501
2813,71.7,63.9,0,10.3,25,42025020502
5305,80.7,68,4.1,1,NA,42025020600
5051,61.2,89.3,1.5,1,100,42025020700
4274,52.8,85.3,0.5,7.6,58.8,42025020801
4434,57.5,90.9,0,5.6,NA,42025020802
5317,67.8,79.5,2.2,7.4,NA,42025020900
4070,62.5,81.3,1.1,2.7,18.2,42027010100
3006,67.7,78.5,0.3,3.9,NA,42027010200
6817,64.2,84,0.3,5.1,98.8,42055011900
3824,55,85.3,6.2,1.9,25.9,42055012001
3413,111.1,71,18.4,3.8,0,42055012002
4229,70.9,89.7,3,2.8,31.3,42055012100
3459,87.5,80.1,11.7,0.6,0,42055012200
4696,70.2,89.2,1.1,1,74.8,42055012300
2743,57.6,79.2,4.6,1.6,10.9,42055012400
7262,74.1,87.7,1.7,6.2,74.4,42055012501
3246,75.5,76.6,1.3,8,75.5,42055012502
4903,71.7,77.3,4.1,2.7,69.8,42057960100
4815,68.2,84,1.1,4.1,0,42057960200
4774,70.2,78.9,1.1,7.1,0,42057960300
1137,67.5,73.8,0,0,0,42059970101
5569,76.3,85.6,0.7,6.1,NA,42059970102
3060,71.9,88.4,0.8,4.4,98.6,42059970200
3994,62.6,87.6,0.3,3.4,0,42059970300
4083,64.3,74.5,4.4,5.7,100,42059970400
4652,38.2,89.8,0,5,0,42059970501
3407,70.7,76.5,2,4.4,100,42059970502
3975,48.3,69.3,14.8,3,50,42059970600
2460,68.3,83.5,0.6,4.4,NA,42059970700
4147,73.5,87.1,0.8,2.5,44.4,42059970800
1784,75.8,82.3,3.3,5.9,NA,42061950100
3796,61.8,79,4.2,3.8,100,42061950200
4619,78.2,86.2,2.7,1.7,82.1,42061950301
3915,2.8,56.3,34.4,0,0,42061950302
6950,51.3,65.7,11.3,14.9,15.6,42061950400
3136,81.4,80.5,1.2,2.3,93.8,42061950500
4114,89.1,83.1,2.7,3.7,0,42061950600
3302,81.2,83.5,0.2,1.7,6.9,42061950800
2249,76.3,78.7,5.6,1.6,60.1,42061950900
2527,83.1,82.8,4.9,2.2,93.3,42061951000
2025,87.3,72.9,2.7,8.3,NA,42061951100
4601,83,73.7,4.3,3.7,0,42061951200
2127,74.9,80.5,3.6,2.7,NA,42061951300
4122,76.2,58.7,14.6,4.4,NA,42063960100
5302,105.8,64.9,5.7,12,NA,42063960200
2469,81.1,87.5,1.5,1.5,NA,42063960300
3616,81.2,86,1,1.4,0,42063960400
3387,58.6,81.8,1,7.1,61.5,42063960500
4799,59.2,90.6,0.8,2.1,38.5,42063960600
5281,78.4,82.9,1.5,4.2,92.2,42063960700
4406,75.4,84.3,6.3,5.8,100,42063960800
4541,48.1,83.7,4.3,2.1,15.3,42063960900
2536,59.2,72.4,3,7.8,NA,42091202000
4418,64.1,61.6,4,13.7,93.6,42091202100
4942,59.7,66,1,7.6,78.9,42091202201
3052,74.2,76.2,0.2,5,72.4,42091202202
4504,62.9,62.5,2.4,11.2,86.1,42091202301
2323,73,79.5,1,4.3,65.2,42091202302
3897,35.3,74.6,0,3.9,77.9,42091202401
4280,81.7,67.4,0.8,7.2,61.1,42091202402
6035,59,56.3,4.1,20.6,66.1,42091202500
2582,89.3,54.8,1.1,7.7,45.3,42091202602
3542,42.9,44.6,15.8,14,77.1,42091202603
1991,71.9,70.9,5.5,4.4,48.8,42091202604
3107,64,66.7,6,13.8,38.8,42091203000
2964,79.4,73.6,0.2,19.2,100,42091203103
4086,109.6,77.3,0.6,9.2,31.3,42091203104
5551,55.1,80.1,2.5,8,73.6,42091203105
2443,32.7,71.7,3.7,15.3,94.2,42091203106
4271,64.9,72.1,1.2,15.9,83.2,42091203203
6877,105.4,79.1,0.4,9.5,68.7,42091203204
2096,69,73.3,0,10.6,77.8,42091203205
3316,85.6,70.9,0.6,17,54,42091203207
2653,74.1,77.1,1.4,12.2,48,42091203208
6816,60.5,82.8,0,4.7,86.3,42091203302
3717,85.5,83.6,2.3,10.7,62.1,42091203303
3467,51.9,72,0,15.3,70.3,42091203304
5906,49,80.9,0,12.4,63.2,42091203401
6673,39.8,74.4,0,13.7,60.6,42091203402
3072,76,88.6,0.1,5.9,87,42091203403
6477,63.4,79.3,4.6,2.9,75.2,42091203500
2196,65.6,70.6,3.3,0,82.6,42091203601
4391,60,79.3,4.1,8.9,83.5,42091203602
1684,29.8,55.9,0,3.3,69.1,42091203701
3320,51.3,63.1,9.1,7.5,84.4,42091203801
6225,52.1,61.3,3.2,4.6,71.4,42091203803
2859,60.6,69.6,9.7,5.9,69.6,42091203804
3127,49.8,40,8.5,3.6,72.7,42091203901
4113,64.3,58.8,12.4,4.8,65.5,42091203902
3321,58.9,79.5,0,12.3,73.7,42091204002
2195,43.8,84.1,3.5,4,86,42091204007
3114,46.9,76.2,0,17.6,89.6,42091204008
1972,74.4,78.3,0.1,15.4,46.9,42091204009
2693,95,79.2,0.3,8.5,79.5,42091204010
