totalpop,agedep,drovealone,walked,fromhome,lfblack,geoid_tract
2367,85.1,67.2,9.4,1.6,70.4,42045402000
5847,61.7,76.6,0,8.8,71.6,42045402100
2368,71.1,58.4,0.8,5.5,49.6,42045402200
3280,51.7,70.1,4.6,4.3,75.7,42045402300
2779,41,56.7,0,3.1,69.2,42045402400
2572,73.4,62.7,12.8,4.5,68.1,42079200400
2547,31.9,71.2,10,7.5,82.6,42079200500
2305,61.2,83.2,1.1,6.3,64.8,42079200600
3525,69.7,71.2,5.2,7.3,34.8,42079200700
4273,93.6,74,5.5,2.1,69.5,42079200800
3202,83.8,69.2,4.4,1.4,33.9,42079200900
2110,60.9,61.1,4.2,15.5,64.1,42079201000
1409,75.9,84.3,3.1,3.1,45.5,42079201100
1975,47.3,76.1,11.6,0.9,29.9,42079201200
1912,67.3,67.3,3.2,0.8,64.3,42079201300
2279,64.1,85.9,2.7,0.8,74.7,42079201400
2426,66.6,77.7,2.2,3.1,84.3,42079201500
2679,63.9,67,3.9,6.8,100,42079201600
3356,56.9,78.3,0.6,3.8,0,42079210100
2699,60.8,87.6,0.9,0.5,0,42079210200
2612,67,86.2,0.4,5,NA,42079210300
1453,59,74.7,0.7,7.5,0,42079210400
4926,72.7,81.7,1.2,4.6,76.9,42079210500
2747,59.8,77.3,3.3,6.4,77.3,42079210600
1851,72.8,79.7,0,9.1,55.4,42079210700
3131,57.7,79.9,2.2,1.6,100,42079210800
4764,61.6,84.5,1.1,5,37,42079211000
5540,79.1,83.6,5.9,2.6,0,42079211101
2757,52.2,88.1,0,5.1,NA,42079211102
2769,67.7,81.1,1.2,5.4,97.8,42079211201
1731,63,78.3,1.9,11,NA,42079211203
6590,67.5,84.1,2.3,10.7,13.3,42079211204
2675,103.3,90,1.6,5.2,21.1,42079211205
4643,28.1,82,0,7,0,42079211301
3430,62.2,90.2,2.3,5.6,100,42079211302
2807,68.7,85.4,0,7,100,42079211303
2212,65.7,75.6,2.8,8.9,0,42079211304
6911,79.8,83.1,0.4,7.3,96.4,42079211400
2686,72.2,83.5,2.2,4.7,100,42079211500
3007,65.7,82.4,4,8.2,NA,42079211600
5197,83,76.5,1.1,2.8,100,42079211701
1439,80.6,88.9,0,4.1,73.7,42079211702
2073,70.8,75.8,1.7,10.5,35.1,42079211800
5927,56.4,81,2.1,8.8,81.4,42079211900
1705,58,78.6,3,0,91.1,42079212000
4055,61.7,86.8,0,2.9,71.8,42079212100
5031,56.1,85.9,2.5,2.6,NA,42079212200
2806,62,78.5,2.8,6.4,100,42079212300
4811,65,74.8,6.6,5.7,100,42079212700
2765,51.7,68.8,0,1.9,54,42101012201
791,16.8,62.1,4.1,6.7,72,42101012203
3873,71.6,56.1,4.3,8.7,55.4,42101012204
2182,53.2,25.3,33,20.7,70.2,42101012501
3467,38,45.2,23.2,12.6,55.6,42101012502
1752,62.1,39,11.2,7.4,36.4,42101013100
2643,49.9,38.3,2.9,9.7,40.1,42101013200
3130,20.9,40.8,18.2,10.7,72.4,42101013300
2790,84,42,23.5,7.4,77.5,42101013401
2887,21.7,35.9,20.5,17.8,70.3,42101013402
4019,35.4,33.3,24,11.5,66.9,42101013500
2864,36.1,33.5,19.1,17.9,82.9,42101013601
4031,32.5,36.9,17.5,22.7,89,42101013602
1498,7.4,46.8,3.3,0,80.7,42101013701
3507,65.2,36.8,10,5.3,45.2,42101013702
1645,30.5,45.2,4.4,11.6,41.3,42101013800
1797,48.1,51.4,13.7,0.1,39.7,42101013900
3869,22,35.5,12.1,11.4,66.3,42101014000
2674,55.7,35.3,8.4,8.5,40.7,42101014100
3735,22.6,49.9,1.3,13.3,91,42101014201
2399,14.9,52.7,4.9,5.8,64.3,42101014202
2021,17.2,55.7,2.9,13.8,93,42101014300
4648,23.9,35.6,6.1,9.4,68.3,42101014400
1962,61.3,40.3,9.6,13.3,46.7,42101014500
4208,33.2,42.9,20.1,9.1,60,42101014600
2537,32.4,21.4,25.9,11.2,46.8,42101014700
722,77.4,22.9,20.9,8.5,32.1,42101014800
4091,62.1,31.5,7.5,2,60.6,42101014900
1929,88.7,28,0,14.9,42.7,42101015101
4884,64.2,49.4,2.2,7.7,51.4,42101015102
5738,51.6,28,5.9,2.5,69.7,42101015200
3913,19.5,26.7,24.1,0.7,62,42101015300
1561,49.5,39,9.1,1.4,47.6,42101015600
2556,29.8,33.8,8.8,10.8,38.6,42101015700
7308,39.4,39.4,8.4,14.9,72,42101015800
2330,34.9,54.7,7.4,6.6,98.7,42101016001
4547,24,54.6,3.5,7.6,94.3,42101016002
3257,76.5,75.5,1.9,5.2,49.1,42101012100
6255,34.5,38.8,4.4,13.6,100,42101016100
2315,66.2,43.6,5,11.9,51.2,42101016200
3204,67,66.2,1.4,2,26.3,42101016300
4410,41,36,0.7,1.5,46.2,42101016400
3121,46.7,43.7,6.4,1.9,45.8,42101016500
3197,92.5,95.8,0,0,0,42133020601
4865,67.2,92.5,0.9,2.1,100,42133020602
6345,76.1,88.3,0.1,5.6,79.5,42133020710
5145,70.3,89.1,0.5,2.5,81.8,42133020721
4383,66.6,90.1,0,1,100,42133020722
3623,56.6,83.6,0,2.8,79.1,42133020801
4710,61.5,87.4,0,5.9,66.1,42133020802
6068,57.6,84.1,1.3,3.8,54.4,42133020910
8073,48,84.8,0.2,8.4,100,42133020921
3900,50.5,88.5,1.6,5.2,100,42133020922
4836,67,93.6,0,1.2,82.2,42133021010
7060,56.9,88.5,0.4,3.9,39.5,42133021020
5012,73.7,87.2,0,5.2,99.6,42133021100
3859,68.6,88.9,0,2.4,77.8,42133021221
3656,81.7,88.5,0,5.4,NA,42133021222
2826,45.7,75.2,0.4,8.1,68.6,42133021223
5524,80.3,85.1,0,8.1,55,42133021224
4636,60.9,74.3,5.5,6.1,53.5,42133021300
4837,78.8,84.2,0.8,6.7,64,42133021410
7073,61.9,82.2,1.4,9.1,59.2,42133021420
3854,76.8,85.5,1.4,6.6,44.4,42133021500
3002,47.3,77.3,0,1.9,99.2,42133021600
3042,62.3,78.9,1.9,5.6,100,42133021711
6301,69.1,87.9,1.7,4.1,100,42133021712
4874,55.6,77,0.1,5.4,72.5,42133021720
4928,81.7,89.6,0.6,6.1,64.3,42133021801
4539,80.5,85,0.9,5.5,72.4,42133021802
2688,71.1,84.7,0,1,NA,42133021901
4397,61.8,88.5,1.3,0,100,42133021902
3626,50.3,79.4,2.9,4.3,48.9,42133022000
3471,79.9,69.8,10.1,4,NA,42133022100
4438,85.4,87.8,1.4,5.2,60.5,42133022200
4140,61.8,83.9,0.4,1.4,85.4,42133022300
3493,81.1,85.5,0,9.8,NA,42133022401
3226,97.1,79.3,3.2,4.7,94.8,42133022403
5360,65.4,77.1,0.5,14.4,NA,42133022404
3903,67.4,81,0,4,100,42133022500
3040,48.6,85.4,1.6,6.4,40.7,42133022601
6493,62,82.8,1.1,3.7,100,42133022602
2472,93.6,88.1,4,4.2,NA,42133022701
3338,70.7,82.6,5.1,1.5,82.4,42133022702
4200,74.2,84.4,1.3,5.4,100,42133022801
3588,55.8,83,0,8.9,85.9,42133022802
4323,75.9,81.2,0.3,3.6,77.4,42133022920
1763,119.8,90.8,0,0,67.6,42133022921
6017,67.2,65.5,3.2,5.4,83,42003477300
3866,48,65.6,2.4,10.3,39.7,42003478100
5453,72.3,60.2,3.5,8.1,89.6,42003478200
2103,69.9,77.6,0.7,6.4,NA,42003479000
5210,63.2,67.7,6.4,8.6,93.5,42003480101
2706,85,78.3,1,3.2,96.1,42003480102
3569,71.8,64.4,0,16.3,88.8,42003480200
3491,68.6,81.4,0.6,3.8,67.8,42003480300
4691,59.6,85.8,0,8.1,90.3,42003480400
3304,63.1,44.6,4.6,2.2,63.1,42003481000
1807,65.6,75.7,2.5,5.8,82,42003482500
3168,94.1,54.7,4.2,0.3,62.9,42003483800
3013,69.1,63.8,4.6,6.6,64.9,42003484300
6160,63.2,87,0.5,3.3,73.6,42003484500
1876,76.3,63.5,8,8.2,59.8,42003484600
1212,43.8,57,2,7.6,81.1,42003485000
2414,66.9,29.3,12.6,20.9,60.6,42003486700
1562,75.5,69.3,12.5,0,74.8,42003486800
1558,80.3,71.7,0,13.5,55.6,42003486900
1710,57,73.7,1.2,2.5,50.7,42003487000
2112,61.5,78.3,2,6,42.5,42003488100
3308,88.2,78.7,0.8,0.6,88.5,42003488200
2039,65.4,79.9,0.5,3.7,100,42003488300
4541,63.4,70.2,0,5.8,67.6,42003488400
2808,64.3,73.8,2.8,1.5,84.4,42003488500
4934,72.5,84.9,0,4.2,93.5,42003488600
4747,82.6,73.6,0.5,7.8,88.7,42003489001
3325,67.8,75.5,0.9,6.5,46.9,42003489002
4801,57.7,87.6,0.8,3.7,26,42003490002
3606,67.1,77.8,0.3,7.7,47.8,42003490003
5013,69.6,78.1,0,10.1,73,42003490004
6729,81.6,91.7,0,5.8,25.9,42003491101
1794,62.5,90.2,0.5,3,82.1,42003491200
2150,66.8,80.2,0,4.4,55.3,42003492700
2380,104.5,71.6,1,1.8,45.3,42003492800
2044,48.5,64.9,0,2.6,69.2,42003492900
1418,52.6,77.6,5.1,1.5,64.7,42003494000
3290,57.2,82.5,0,5.4,95,42003495000
2980,82.7,85.5,0,4.5,100,42003496101
4434,72.7,92.6,0.4,2.8,48.6,42003496102
5599,55.7,82.1,1.1,5.9,0,42003496200
1022,55.1,88,0.6,3.7,63.6,42003497000
2381,61.3,84.3,1.3,5.6,55.9,42003498000
1680,61.2,79.3,0,0,NA,42003499300
4128,115,66.2,3,2.8,64.8,42045402600
2541,64.8,47.8,2.3,0.3,67.6,42045402700
5680,56.2,71,0.8,2.7,78.8,42045402800
3388,93.2,56.9,5.4,2,63.4,42045402900
3458,44.8,82.5,4.1,2.6,100,42045403001
2432,48.1,66.1,2.3,8,70.3,42045403002
3736,44.1,65.9,6.7,5.4,75.5,42045403101
2670,59.3,66.3,2.2,12.4,74.4,42045403103
2370,41.9,60.4,4.2,5.9,75.8,42045403104
4146,52.4,73.3,0.3,5.7,82.1,42045403200
6700,54.7,75.1,0.4,4.3,71.3,42045403300
2823,53.4,66.6,7.7,5.3,69.4,42045403401
3806,75.7,78.6,1.2,2.8,77.9,42045403402
4539,65.5,72.4,2.9,7.1,71.1,42045403501
2555,68.1,90.2,4.4,1.8,96.8,42045403502
3977,45.2,69.7,5.3,1.8,89.6,42045403601
1980,41,82.6,1.6,1.5,0,42045403602
1683,43.6,83.4,1.3,2.7,44.4,42045403701
2426,64.4,68.8,4.2,2.9,68.3,42045403702
6495,56.9,78.7,3.8,3.3,46.2,42045403800
3374,50.9,78,2.3,6.8,54.6,42045403901
3668,62.7,80.7,1.3,5,79.9,42045403902
2034,35.7,73,0,0.6,76.5,42045404003
6401,51.8,85.7,0.8,0.8,45.5,42045404004
6176,53,79.9,0,3.5,67.8,42045404101
5716,67.3,77,1,7.5,86.3,42045404102
3511,70.3,85.9,0,1,20.4,42045404103
2407,59.5,61.5,3.8,11.2,74.6,42045404300
1736,35.4,74.1,0.8,16.5,70.2,42045404400
5412,78.6,64.4,10,2.7,68.4,42045404500
2070,40.6,76,3.3,6.4,83.5,42045404600
4068,25.1,59.1,24.8,3.2,56.2,42045404700
2036,87.5,47.2,4.1,2.6,72.5,42045404800
1255,55.5,44.6,14.2,8.4,67.5,42045404900
1879,56.6,48.3,6.4,0,50.9,42045405000
2022,61.4,63.4,5.9,0.4,56.9,42045405100
2840,90.3,58.1,1.2,13.9,55,42045405200
3804,63.9,49.6,0.5,9,71.3,42045402500
2961,60.7,51.7,2.2,22.2,60,42045405300
2414,68.3,70.2,5.7,0,62.9,42045405400
2043,52,65.3,2.1,11.8,93,42045406100
3168,55.4,85.4,0.6,4.5,68.1,42045406201
4877,63.6,84.9,2.2,2,100,42045406202
3344,77,64.9,16.7,1.8,76.8,42045406300
3330,77.2,89.7,1.6,5.8,19.4,42079212800
1412,63.8,87,5.4,0.9,100,42079212900
1346,58.4,80.2,12.2,1.8,75.7,42079213000
1960,77.5,76,12.3,6.7,88.1,42079213100
4757,90.9,80.7,5.4,2.2,54.9,42079213200
1455,77.9,89.1,2.2,0.4,54,42079213300
4408,61.4,78.7,2.1,4.2,35.2,42079213400
1958,93.7,90.8,0,2.9,93.9,42079213600
2092,60.6,79.8,3,1,33.3,42079213700
1730,61.8,77.5,1,1.8,100,42079213800
1674,52.9,76.6,4.5,3.3,100,42079213900
3507,70.7,82.5,6.6,4.9,59.6,42079214100
2815,56.7,85.2,3.6,5.4,66.7,42079214200
1964,96.2,68.7,12.8,5.2,100,42079214300
2010,62.1,86.1,0,0,60,42079214400
1526,67.9,77.1,8.9,2.9,100,42079214500
3889,64.9,72.6,8.4,6.6,0,42079214600
1306,74.6,71.6,0,4.6,NA,42079214900
1624,61.4,80.5,0.9,5.8,88.9,42079215000
2736,68.9,91.4,0,4.2,67.4,42079215100
2775,58.9,74.1,2.3,9.7,90.2,42079215200
3891,60.1,77.6,1.3,8.3,100,42079215300
2303,66.9,80.5,0.9,6,100,42079215400
4496,65.4,85,0,9,67.9,42079215501
5637,68.4,84.9,1.3,8.1,100,42079215502
3517,62.4,81.9,0,8.2,NA,42079215503
4083,55.7,86.3,0.9,6.4,80,42079215504
5356,39.3,84,2.5,3.2,22.4,42079215600
2472,68.4,86.5,0,4.9,NA,42079215701
2734,78.3,83.6,0.3,5.7,100,42079215702
2923,73,87.1,1.8,4.5,0,42079215800
3569,71.9,80.8,1.9,7.8,46.2,42079215900
4205,69.1,80,1.7,10.8,NA,42079216100
5327,59.8,81.5,2,5.8,81.8,42079216200
1789,79.3,78.9,1,13.2,NA,42079216400
1862,70.4,87.1,0,3,100,42079216501
3915,52.6,76.1,5.3,9,32.6,42079216502
3703,54.3,88.9,0.8,6.2,28.1,42079216601
6269,77.6,87,0,3.4,NA,42079216602
3427,78.8,85.6,3.3,1.8,55.4,42079216700
3732,71,84.8,0.4,7.5,100,42079216800
4391,75.1,85.4,1.6,4.1,NA,42079216900
2388,69.4,77,0.7,1.3,100,42079217001
2686,96.8,89.4,1.2,0.1,65.9,42079217002
1998,17.1,42.3,8.3,1.4,72.1,42101016600
3319,76.5,39,0,10.8,47.7,42101016701
2378,53,32.4,3.2,3.1,49.7,42101016702
2871,52.1,40.7,0.8,12,34.9,42101016800
3540,28.7,42.5,0,10.6,59.2,42101016901
2847,48,62.8,0,6.1,45.6,42101016902
3217,35.9,61.3,0.4,9,43.5,42101017000
3240,57.2,38.7,0,2.9,57.9,42101017100
2576,51.8,30.1,16.8,4.7,48.3,42101017201
3681,68.5,48.8,0,7.3,37.4,42101017202
2547,100.7,61.6,0,0,34.8,42101017300
2570,64.6,41,7.6,13.7,42.2,42101017400
6928,48.5,38.4,5.8,7.3,58.7,42101017500
4584,72.3,48.7,12.4,8.3,56,42101017601
4220,77.4,36.4,6.1,28.4,42.2,42101017602
3515,68.4,49.7,4.7,11.7,65.3,42101017701
4705,62.5,48.1,6.2,5.8,57,42101017702
6408,75.9,52.7,4.1,1.6,51.6,42101017800
6111,47.3,68.6,1.6,0.7,79.6,42101017900
2358,37.2,58.2,1.3,2.8,67.3,42101018001
6276,39.9,55.9,5.9,10.9,100,42101018002
4092,44.4,74.2,3,3.9,66.7,42101018300
2377,64.3,56.3,4,3,100,42101018400
3972,77.2,63.5,2.1,0,74.3,42101018801
4884,70.4,51.1,31.4,12.2,80.1,42101018802
7913,61.7,65.4,1.4,3.4,67,42101019000
8167,78.9,68.9,1.2,1.4,50.6,42101019100
8652,92.3,52.6,4.3,0,51.9,42101019200
4617,57,58.5,3.8,0,80.3,42101019501
3955,71.1,34.2,11.9,8,54.2,42101019502
6778,52.4,43.2,11.7,8.4,60.7,42101019700
6631,66.3,46.6,8.1,4,63.4,42101019800
4811,56.7,34.2,19.5,0,53.5,42101019900
1420,43.3,31.9,0,0,34.1,42101020000
3196,98.3,14.9,0,19.6,40.3,42101020101
3508,63.1,35.9,3.3,7.4,55.6,42101020102
4529,54.9,17.6,0,4.2,39.1,42101020200
3207,61.9,39.6,0,11.8,65.1,42101020300
3127,65.2,34.8,1.5,3.6,34.7,42101020400
2210,70,39.8,3.1,34.4,45.3,42101020500
1770,40.8,52.3,10.1,5.6,58.2,42101020600
4130,31.7,57.7,1.6,12,86,42101020701
1781,38.9,50.4,11,3,65.6,42101020702
3216,93.3,87.5,0,10.8,100,42133022922
5716,84.8,78,0,19,80,42133022923
4869,50.9,87.9,3.6,2.1,54.1,42133023000
6296,61.4,85,1.2,2.7,100,42133023100
6144,48.1,84.9,0.1,3.6,93.3,42133023200
6175,83.8,86.3,0,7.8,57.2,42133023301
7053,62.7,86,0.4,1.7,90.9,42133023302
5958,61.9,89.8,0.6,3,63.7,42133023400
4699,81.6,86.4,0.9,5.5,86.1,42133023500
4251,80.6,76.5,0.2,3.9,NA,42133023601
4277,61.3,83.8,0.4,7,100,42133023602
3931,62.4,79.2,0.6,10,100,42133023710
6180,58.3,74.9,0.2,10.7,100,42133023721
3109,60.7,84.3,0.8,6,0,42133023722
4868,67.1,75.9,0.6,5.8,50,42133023810
5691,78.4,85.2,0.1,8.5,53.8,42133023821
4283,107,83.6,0,8.2,76.8,42133023823
3060,77.4,78.1,0,11.1,0,42133023824
2792,61.9,82.9,0.6,6.5,60.5,42133023902
2632,84.3,89.1,0.1,6.3,0,42133023903
4635,42,93.1,0,4.2,84.6,42133023904
5544,67.4,83.8,0.7,2.9,58.2,42133024001
3600,61.9,82.7,0.8,8.7,100,42133024002
2658,46.7,75,1.1,2.1,88.5,42003499400
3673,64,86.5,0.4,2.3,100,42003500300
1609,63,70.9,1.5,3,60.8,42003501000
5773,78.2,80,4.4,5,60.7,42003503002
4894,80,73.7,4.7,2.3,60.4,42003504100
1885,65.5,74.9,0.6,9,88.4,42003507000
1840,65.3,70.5,0.6,11.7,61.9,42003508000
5161,84,69.1,2.8,5.7,66.7,42003509400
1659,80.3,59,3.4,7,81.5,42003510000
2413,75.2,69.7,7.6,5.4,82.1,42003512000
2290,70.9,53.4,2.6,10.2,59.4,42003513000
1885,74.7,62.7,0.8,6.6,49.7,42003513800
1948,51.4,38,0,8.3,64.8,42003514000
2701,57.9,44.5,1.1,3.1,67.1,42003515100
2058,41.6,59.4,0,5.9,64.8,42003515200
1580,73.2,39.1,6.6,30.2,50.2,42003515300
2385,52.6,71.7,3.8,4.1,50.4,42003515401
1358,38.3,53.3,3.3,21.5,100,42003516100
1662,45.9,67.3,0.5,12.6,91.1,42003516200
1635,72.5,64.9,0,14.5,65.9,42003517000
2805,67.5,70.2,0,5.9,68.9,42003518001
2925,92.9,70.9,1.6,20.3,60.8,42003519000
3112,85.2,76.9,0,7.8,54,42003520001
3062,62.5,72,1.4,10.6,80.8,42003520002
3983,67.6,74.2,1.2,8.8,61.1,42003521100
4385,57.6,71.4,0,19.2,47.7,42003521200
4284,79.1,56.1,2.7,17.5,66.5,42003521301
4311,60.6,77,0,2.7,35.6,42003521302
2834,59.6,68.9,0.1,21.4,60.1,42003521401
3727,77.8,78,0,4.8,70.8,42003521402
4102,72.4,72.8,0.7,14.1,84.8,42003521500
3180,60,58.6,1.3,8.8,76.3,42003522000
3833,70.7,64.3,0,4.8,56.3,42003523100
4001,64,65.3,1.2,1.2,70.9,42003523200
3855,56.6,64.5,0,6,76.5,42003523300
5306,61.2,69.9,1.3,3.7,69.2,42003523400
4223,70.1,79.3,1.2,3.3,77.5,42003523501
1336,60,61.5,2.5,9.1,70.1,42003523502
4717,89.4,83,0,5.1,80.1,42003523600
4026,73.9,82.7,2.2,3.1,52.2,42003523701
5298,53.7,73.5,3.1,6.8,76.5,42003523702
4463,86.7,81.5,0,7.3,43.8,42003523800
2669,64.7,75.3,1.7,5.3,66,42003524000
1821,66,76.4,2.2,13.5,82.5,42003525100
2595,49.2,71.5,0,1.9,57.9,42017100102
2375,49.1,76.8,3.3,6.5,84.1,42017100103
5242,48.5,69.3,3,1.2,79.1,42017100104
3022,41.6,87.1,2.4,4.6,69,42017100105
5061,45.4,78.5,0.6,10.1,49.6,42017100201
5333,42.4,79,0.3,11.5,76.2,42017100206
4933,100.9,63.7,3.3,9.9,65.2,42017100207
6013,43.6,80.9,4.1,3,71.5,42017100208
6971,50.2,80,0.4,6.7,77.4,42017100210
6526,53.5,75.4,1,2.1,77.1,42017100211
3699,60.6,85.7,1.8,4.9,84.4,42017100212
4926,52,73.1,4.7,2.5,91.9,42017100213
3794,50,72.9,4.1,3.5,93.9,42017100214
4940,52.4,81.5,2,3.7,90.1,42017100302
4984,56,76.6,0.7,7.6,62.3,42017100303
2810,36.5,69.7,2.3,1.4,89.1,42017100304
3985,47.3,78.6,0,11.4,97.7,42017100306
4801,49.1,87.1,0.1,2.6,61.6,42017100307
5706,57.2,81.1,0,2.6,84.4,42017100401
6512,51.9,80,1.3,3.7,83.3,42017100402
2105,79.8,87.2,1.3,3.1,60.1,42017100403
5760,51.5,80.8,1.2,1,65.9,42017100404
4646,66.9,72.3,0,19.1,72.1,42017100406
1188,44,91.2,0.1,2.1,56.3,42017100407
6119,63.8,84.6,0,2.6,82.1,42017100408
2151,76.6,80.6,0.8,7.7,NA,42017100500
3925,59.9,71,4.5,8.9,57.6,42017100600
3501,72.5,80.6,7.5,1.3,56.5,42017100700
4933,69.8,78.6,2,6,95.5,42017100803
3571,58.3,85.2,0.3,5.2,78.6,42017100804
7177,58.2,86.7,0.4,3.6,49.2,42017100805
3980,128.2,79.1,0.7,13.2,37.3,42017100807
4640,70.5,84.2,2.6,10,100,42017100808
2770,85,67.7,0,14.2,64.3,42045406401
1302,79.8,71.1,0,0.6,63.7,42045406402
1896,126,40.5,0.4,1,62.1,42045406500
2334,54.7,53.7,4.7,1.4,84.8,42045406600
3471,53.1,68.2,0.2,16.4,83.1,42045406700
3939,54.5,79,0.1,6.4,91.5,42045406801
4850,83.5,86.6,1.6,4.9,65.3,42045406802
4153,75,81.2,1.2,5.8,82.6,42045406804
3986,44.4,81.7,0,3.3,100,42045406805
5989,52.9,83.2,1.1,3.4,0,42045406902
5391,70.8,82.1,0.3,9.8,63,42045406903
5354,55.6,77.7,6.3,6.1,56.9,42045406904
2654,70.7,86.2,0.8,7.1,48,42045407000
4489,66.6,65.1,1.7,20.6,67.9,42045407101
3247,48.7,73.6,0,14.4,73.7,42045407102
4618,131,69.2,0.8,15.9,0,42045407201
3670,81.2,82.1,4,5.8,28.3,42045407202
3711,79,79.5,0.5,4.7,80.4,42045407401
3311,79.6,74.1,0,9.1,43.4,42045407404
2532,88.5,62.6,3.3,7.2,68.6,42045407501
3126,34.8,67.8,7.4,9,65.1,42045407502
6339,65.4,49.3,17.3,17.4,69.6,42045407600
2671,52.3,75.8,1.6,5.3,60.9,42045407700
4579,93.7,75.4,2.6,6.7,64.5,42045407801
6171,75.6,87.9,0.1,4.9,100,42045407802
5536,66,83.7,1.4,7.4,55,42045407803
4634,66.6,83.9,0.1,7.8,100,42045407804
1782,62.4,76.5,0,17.3,100,42045407805
1554,80.5,62.5,1.4,10,97.6,42045407806
4007,71.8,77.3,0,14.5,65.7,42045407901
2917,55.8,65.8,11.1,10,100,42045407902
3395,59.4,70.6,2,11.5,57.1,42045407903
5607,74.7,79.2,0.4,10.9,0,42045408001
4712,63.9,71.5,0.9,19.6,62.6,42045408002
6121,93.5,68.9,0,14.5,12.2,42045408101
3305,86.2,77.5,3.6,6.9,59.5,42045408102
4112,72,80.9,3.2,1.4,18.9,42045408103
4651,49.3,54,19,11.8,39.6,42045408300
2180,157.4,83.4,0.6,5.4,0,42045408400
4150,59.2,70.5,1,15.7,65.8,42045408500
3253,77.6,67.4,4.2,16.5,100,42045408600
4762,81.8,71.1,2.3,9.3,62.3,42045408700
5216,73.8,68.5,2,12.7,78.7,42045408800
2907,79,64.7,0,14.9,NA,42045408900
3227,66.6,67.3,6.6,3.7,31.1,42079217200
3103,80.7,83.1,2.5,0.8,100,42079217300
1635,81.9,48.5,1.8,0.3,100,42079217400
3005,60.8,82.5,1,0.4,70.6,42079217500
3008,55,45.9,2.6,6.8,54.3,42079217600
4510,84.2,69.4,1.6,3,77.3,42079217700
3432,62,63.5,1.1,12,87.6,42079217800
4351,67.2,66.2,1.7,0.4,81.7,42079217900
4146,94.3,73,2.9,6,85.3,42079218000
3438,70.5,81.1,0,10.2,70.7,42081000100
2129,78.5,77.6,5.8,5.6,95.9,42081000200
5544,69.1,68.6,7.1,1.7,79.5,42081000300
4211,58.2,70,5.9,0.6,65.9,42081000400
2895,22.3,51.1,18.4,17.4,61.1,42081000500
2209,41.7,66.8,12.1,4.6,24.6,42081000600
2421,8,59.1,21.7,10.7,33.2,42081000800
2411,51.4,68.2,3.2,17,38.3,42081000900
3179,55.1,74.5,4.5,0.7,71.3,42081001000
2248,64.6,71.9,2,9.3,84.6,42081010100
1114,82,79.7,0.6,5.2,NA,42081010200
3075,63.5,90.8,1.8,1,30.8,42081010300
4997,63.1,79.7,0.9,5,0,42081010400
1838,71.3,79.5,0.4,6.3,58.3,42081010501
3700,76.8,87.4,0.8,4.6,0,42081010502
4327,71.2,85.2,0.7,3.3,NA,42081010600
6318,69.5,88.3,1.1,4.1,0,42081010700
7135,77,87.5,3.3,0.9,0,42081010800
2772,68,88.7,0,4.2,33.3,42081010900
4452,75.1,85.1,6.9,0,0,42081011000
5200,81.4,88.7,2.7,1.6,20.4,42081011100
5792,97.3,87.7,0,4.1,0,42081011200
1956,84,83.5,0.8,12.7,42.9,42081011301
4938,75.9,95.1,0.6,1.2,57.6,42081011302
1593,65.9,88.1,1.1,2,100,42081011400
1356,73.8,77.1,0.1,7.5,0,42081011601
2287,61.3,71.1,1.4,2.2,66,42081011603
3842,72.5,89.5,1,0.8,100,42081011604
2884,41.6,65,0.8,0,95,42079217100
4296,39.3,74.1,0.1,7.9,0,42081011701
3340,85,75.3,0.5,11.4,0,42081011702
3109,70.5,82.7,4.6,3.6,NA,42081011800
5892,77.6,90.5,2.4,1.9,100,42081011900
3269,63,79.1,3.3,2.6,NA,42083420100
3181,74.2,62.8,10.4,3.5,0,42083420200
2305,69.5,75.6,5.5,0,21.1,42083420300
2432,44,40.4,5.5,9.3,54.7,42101020800
3058,24,60.4,3.5,10.9,90.9,42101020900
5401,26.5,61.2,5.1,16.7,70.2,42101021000
2419,38.3,65.1,3.6,12.3,91.3,42101021100
2683,29.1,54.8,1.2,25.4,71.2,42101021200
3319,24.9,70,3.5,4.5,94.8,42101021300
3779,15,73.2,2.1,6.2,76.6,42101021400
3903,25.3,55.2,1.8,27,76.6,42101021500
2394,34.9,56.4,0.8,7.9,67.3,42101021600
5943,68.1,72,0.3,5.4,59.3,42101021700
5032,43.7,62.3,1.5,14.1,84.6,42101021800
1445,52.3,72.7,0.6,8.4,82,42101021900
1474,141.2,71.8,1.6,4.1,51.5,42101022000
1286,85,59.5,3.9,20.7,100,42101023100
1358,82,48.3,0,8.2,46.6,42101023500
2344,67.1,59.4,6.3,11.5,46.9,42101023600
4669,75.6,48.3,5,13.6,55.4,42101023700
4744,52.8,55.6,1.1,2.7,74.3,42101023800
1594,64,68.2,0,8.4,43.9,42101023900
3667,49.1,58.5,2.9,9.5,68.3,42101024000
1415,60.8,35.8,8.6,10.8,32.2,42101024100
4077,55.1,39.5,6.7,10.5,60.3,42101024200
4020,63.1,47.2,1,2.6,55.8,42101024300
3453,70.9,51.3,0,13.1,52.5,42101024400
4344,74.5,48.5,7.7,7.1,58.4,42101024500
2722,60.8,67.5,0,0,51.6,42101024600
3798,62.7,33.5,4.9,4.2,54.4,42101024700
2360,61.3,61.8,2.1,0,57.1,42101024800
2529,71.2,57.7,0,7.2,56.1,42101024900
8502,62.1,47.4,0.2,9.5,51.2,42101025200
4968,47.4,54.5,0,2.5,63.5,42101025300
