X,Y,emissions,datehour
383537,3737207,46.13185,13042107
383737,3737207,42.35938,13042107
383937,3737207,38.12619,13042107
384137,3737207,38.52343,14012909
384337,3737207,40.26186,14012909
384537,3737207,40.38565,14012909
384737,3737207,39.46446,14012909
384937,3737207,41.72806,12092107
385137,3737207,46.27556,12092107
385337,3737207,51.09221,12092107
385537,3737207,54.58813,12091007
385737,3737207,57.06118,12091007
385937,3737207,54.48795,12091007
386137,3737207,56.71358,12091007
386337,3737207,67.77079,16082307
386537,3737207,73.3713,16082307
386737,3737207,77.12615,12082807
386937,3737207,78.28372,12082807
387137,3737207,70.13507,15091007
387337,3737207,58.68086,15091007
387537,3737207,53.47923,15092507
387737,3737207,50.9312,15092507
387937,3737207,49.31658,12090407
388137,3737207,50.13933,12090407
388337,3737207,48.56818,12090407
388537,3737207,45.78199,12090407
388737,3737207,46.29384,16091807
388937,3737207,44.58553,16091807
389137,3737207,41.31648,16091807
389337,3737207,37.05304,16091807
389537,3737207,33.42212,15061907
389737,3737207,32.88382,15061907
379937,3737407,33.73593,14082907
380137,3737407,33.41423,13091607
380337,3737407,32.94366,13091607
380537,3737407,31.82681,13091607
380737,3737407,30.1332,13091607
380937,3737407,30.53376,13102108
381137,3737407,32.92704,13102108
381337,3737407,34.73922,13102108
381537,3737407,35.79988,13102108
381737,3737407,35.9811,13102108
381937,3737407,35.23774,13102108
382137,3737407,38.80201,12092007
382337,3737407,41.16726,12092007
382537,3737407,40.02554,12092007
382737,3737407,42.9832,13042107
382937,3737407,47.78556,13042107
383137,3737407,50.47279,13042107
383337,3737407,50.65941,13042107
383537,3737407,48.52684,13042107
383737,3737407,44.79022,13042107
383937,3737407,40.3696,13042107
384137,3737407,38.948,14012909
384337,3737407,41.08011,14012909
384537,3737407,41.37665,14012909
384737,3737407,40.14036,14012909
384937,3737407,42.30594,12092107
385137,3737407,46.349,12092107
385337,3737407,49.51371,12092107
385537,3737407,53.42693,12091007
385737,3737407,55.43928,12091007
385937,3737407,49.73286,12091007
386137,3737407,46.79654,12091007
386337,3737407,64.23696,16082307
386537,3737407,72.76499,16082307
386737,3737407,82.13792,12082807
386937,3737407,73.85452,12082807
387137,3737407,61.53303,15091007
387337,3737407,50.22788,15092507
387537,3737407,50.63692,15092507
387737,3737407,53.71807,12090407
387937,3737407,53.3264,12090407
388137,3737407,50.10767,12090407
388337,3737407,45.84034,12090407
388537,3737407,46.60006,16091807
388737,3737407,45.3069,16091807
388937,3737407,42.22033,16091807
389137,3737407,37.90175,16091807
389337,3737407,34.27679,15061907
389537,3737407,33.70112,15061907
389737,3737407,32.55084,15061907
379937,3737607,33.09814,13091607
380137,3737607,34.10165,13091607
380337,3737607,34.43913,13091607
380537,3737607,34.04287,13091607
380737,3737607,32.90593,13091607
380937,3737607,31.09701,13091607
381137,3737607,31.59506,13102108
381337,3737607,34.14346,13102108
381537,3737607,36.03054,13102108
381737,3737607,37.05047,13102108
381937,3737607,37.05544,13102108
382137,3737607,36.20722,12092007
382337,3737607,40.96513,12092007
382537,3737607,42.32501,12092007
382737,3737607,40.89054,13042107
382937,3737607,46.96207,13042107
383137,3737607,51.05291,13042107
383337,3737607,52.43388,13042107
383537,3737607,51.00416,13042107
383737,3737607,47.38924,13042107
383937,3737607,42.62486,13042107
384137,3737607,39.73029,16121309
384337,3737607,41.89837,14012909
384537,3737607,42.43646,14012909
384737,3737607,41.24544,14012909
384937,3737607,43.02241,12092107
385137,3737607,47.07693,12092107
385337,3737607,49.28334,12092107
385537,3737607,50.37228,12091007
385737,3737607,51.72965,12091007
385937,3737607,45.90024,12091007
386137,3737607,43.31158,12090207
386337,3737607,52.75696,16082307
386537,3737607,68.96542,13081707
386737,3737607,76.40933,12082807
386937,3737607,59.56511,15091007
387137,3737607,49.02748,13062907
387337,3737607,51.10621,15092507
387537,3737607,52.26823,12090407
387737,3737607,51.13907,12090407
387937,3737607,46.88502,12090407
388137,3737607,44.60383,16091807
388337,3737607,46.39129,16091807
388537,3737607,45.46015,16091807
388737,3737607,42.59875,16091807
388937,3737607,38.51639,16091807
389137,3737607,35.25046,15061907
389337,3737607,34.61076,15061907
389537,3737607,34.38079,16083107
389737,3737607,36.0155,16083107
379937,3737807,31.88937,13091607
380137,3737807,33.72961,13091607
380337,3737807,34.98393,13091607
380537,3737807,35.51148,13091607
380737,3737807,35.21425,13091607
380937,3737807,34.06358,13091607
381137,3737807,32.1229,13091607
381337,3737807,32.75716,13102108
381537,3737807,35.48724,13102108
381737,3737807,37.45296,13102108
381937,3737807,38.39954,13102108
382137,3737807,38.16356,13102108
382337,3737807,38.76143,12092007
382537,3737807,42.96813,12092007
382737,3737807,42.82046,12092007
382937,3737807,45.32196,13042107
383137,3737807,50.98388,13042107
383337,3737807,53.89533,13042107
383537,3737807,53.4617,13042107
383737,3737807,50.09069,13042107
383937,3737807,45.02205,13042107
384137,3737807,39.81143,13042107
384337,3737807,42.72691,14012909
384537,3737807,43.50566,14012909
384737,3737807,42.37365,14012909
384937,3737807,43.78908,12092107
385137,3737807,48.00241,12092107
385337,3737807,50.25584,12092107
385537,3737807,49.92649,12092107
385737,3737807,48.04782,12091007
385937,3737807,46.27585,12090207
386137,3737807,43.18803,12090207
386337,3737807,36.80502,12090207
386537,3737807,51.60002,13081707
386737,3737807,55.67107,13062907
386937,3737807,52.82258,13062907
387137,3737807,52.1122,15092507
387337,3737807,52.98075,15092507
387537,3737807,51.0098,15092507
387737,3737807,46.96661,15092507
387937,3737807,43.07277,16091807
388137,3737807,45.59195,16091807
388337,3737807,45.18567,16091807
388537,3737807,42.6821,16091807
388737,3737807,38.81926,16091807
388937,3737807,36.22871,15061907
389137,3737807,36.12129,16083107
389337,3737807,38.45076,16083107
389537,3737807,39.92007,16083107
389737,3737807,40.61803,16083107
379937,3738007,29.84609,14010309
380137,3738007,32.15382,13091607
380337,3738007,34.31359,13091607
380537,3738007,35.86501,13091607
380737,3738007,36.62781,13091607
380937,3738007,36.46392,13091607
381137,3738007,35.31276,13091607
381337,3738007,33.2245,13091607
381537,3738007,34.04444,13102108
381737,3738007,36.9855,13102108
381937,3738007,39.02034,13102108
382137,3738007,39.84692,13102108
382337,3738007,39.2972,13102108
382537,3738007,41.0891,12092007
382737,3738007,44.17774,12092007
382937,3738007,42.73562,13042107
383137,3738007,50.01744,13042107
383337,3738007,54.75076,13042107
383537,3738007,55.85232,13042107
383737,3738007,53.18332,13042107
383937,3738007,47.83135,13042107
384137,3738007,41.6707,13042107
384337,3738007,43.58746,14012909
384537,3738007,44.61867,14012909
384737,3738007,43.44561,14012909
384937,3738007,44.62859,12092107
385137,3738007,48.92782,12092107
385337,3738007,51.28699,12092107
385537,3738007,51.12349,12092107
385737,3738007,48.7127,12091007
385937,3738007,46.15581,12090207
386137,3738007,42.35792,12090207
386337,3738007,37.97701,15081407
386537,3738007,37.94117,12082807
386737,3738007,46.14042,15092507
386937,3738007,52.39934,15092507
387137,3738007,54.95367,15092507
387337,3738007,53.90827,15092507
387537,3738007,50.15481,15092507
387737,3738007,44.73949,15092507
387937,3738007,44.10247,16091807
388137,3738007,44.37065,16091807
388337,3738007,42.40148,16091807
388537,3738007,38.94102,16091807
388737,3738007,37.11341,15061907
388937,3738007,36.24347,15061907
389137,3738007,35.4135,16083107
389337,3738007,37.05439,16083107
389537,3738007,37.95374,16083107
389737,3738007,38.2024,16083107
379937,3738207,29.4137,14010309
380137,3738207,30.38253,14010309
380337,3738207,32.29899,13091607
380537,3738207,34.82135,13091607
380737,3738207,36.72388,13091607
380937,3738207,37.77849,13091607
381137,3738207,37.79499,13091607
381337,3738207,36.66706,13091607
381537,3738207,34.41749,13091607
381737,3738207,35.48297,13102108
381937,3738207,38.6534,13102108
382137,3738207,40.744,13102108
382337,3738207,41.40523,13102108
382537,3738207,40.44157,13102108
382737,3738207,42.92167,12092007
382937,3738207,44.56763,12092007
383137,3738207,47.95047,13042107
383337,3738207,54.79047,13042107
383537,3738207,57.97082,13042107
383737,3738207,56.58049,13042107
383937,3738207,51.16214,13042107
384137,3738207,43.8867,13042107
384337,3738207,44.4893,14012909
384537,3738207,45.8635,14012909
384737,3738207,44.51821,14012909
384937,3738207,45.58527,12092107
385137,3738207,49.83147,12092107
385337,3738207,52.13332,12092107
385537,3738207,52.1294,12092107
385737,3738207,50.53811,12091007
385937,3738207,46.81595,12091007
386137,3738207,40.53125,12090207
386337,3738207,39.21964,15081407
386537,3738207,42.38715,15092507
386737,3738207,50.9585,15092507
386937,3738207,55.92931,15092507
387137,3738207,56.52274,15092507
387337,3738207,53.38602,15092507
387537,3738207,47.91964,15092507
387737,3738207,41.81007,16091807
387937,3738207,42.929,16091807
388137,3738207,41.69602,16091807
388337,3738207,38.83789,16091807
388537,3738207,37.76822,15061907
388737,3738207,36.84753,15061907
388937,3738207,35.14538,15061907
389137,3738207,32.90641,15061907
389337,3738207,35.39907,12042007
389537,3738207,37.36938,12042007
389737,3738207,38.52776,12042007
379937,3738407,29.51546,14110908
380137,3738407,29.42965,14010309
380337,3738407,30.75762,14010309
380537,3738407,32.28394,13091607
380737,3738407,35.21302,13091607
380937,3738407,37.52773,13091607
381137,3738407,38.94347,13091607
381337,3738407,39.2036,13091607
381537,3738407,38.13574,13091607
381737,3738407,35.68018,13091607
381937,3738407,37.07853,13102108
382137,3738407,40.50652,13102108
382337,3738407,42.65393,13102108
382537,3738407,43.02157,13102108
382737,3738407,41.40233,13102108
382937,3738407,44.15908,12092007
383137,3738407,44.60569,13042107
383337,3738407,53.58788,13042107
383537,3738407,59.36356,13042107
383737,3738407,60.05293,13042107
383937,3738407,55.31541,13042107
384137,3738407,47.04207,13042107
384337,3738407,45.406,14012909
384537,3738407,47.32622,14012909
384737,3738407,45.71285,14012909
384937,3738407,46.72898,12092107
385137,3738407,50.69976,12092107
385337,3738407,52.58166,12092107
385537,3738407,52.55554,12092107
385737,3738407,52.48396,12091007
385937,3738407,48.48348,12091007
386137,3738407,40.62029,12091007
386337,3738407,41.03832,12082807
386537,3738407,47.2965,15092507
386737,3738407,55.05033,15092507
386937,3738407,58.10575,15092507
387137,3738407,56.36759,15092507
387337,3738407,51.2117,15092507
387537,3738407,44.4065,15092507
387737,3738407,40.35022,16091807
387937,3738407,40.4381,16091807
388137,3738407,38.48911,16091807
388337,3738407,38.02947,15061907
388537,3738407,37.16906,15061907
388737,3738407,35.43277,15061907
388937,3738407,33.47528,12042007
389137,3738407,36.24468,12042007
389337,3738407,38.12911,12042007
389537,3738407,39.26367,12042007
389737,3738407,39.78887,12042007
379937,3738607,33.45232,14110908
380137,3738607,31.66135,14110908
380337,3738607,29.42929,14110908
380537,3738607,30.90334,14010309
380737,3738607,32.05765,13091607
380937,3738607,35.43476,13091607
381137,3738607,38.22749,13091607
381337,3738607,40.08666,13091607
381537,3738607,40.67085,13091607
381737,3738607,39.48547,13091607
381937,3738607,36.52274,13091607
382137,3738607,38.83794,13102108
382337,3738607,42.54759,13102108
382537,3738607,44.7067,13102108
382737,3738607,44.71838,13102108
382937,3738607,42.27704,13102108
383137,3738607,43.73234,12092007
383337,3738607,50.70243,13042107
383537,3738607,59.40475,13042107
383737,3738607,63.08585,13042107
383937,3738607,60.11904,13042107
384137,3738607,51.48916,13042107
384337,3738607,46.24674,14012909
384537,3738607,49.07187,14012909
384737,3738607,47.21617,14012909
384937,3738607,48.05512,12092107
385137,3738607,51.59144,12092107
385337,3738607,52.63373,12092107
385537,3738607,53.60678,12091007
385737,3738607,54.31398,12091007
385937,3738607,50.16397,12091007
386137,3738607,42.18172,15081407
386337,3738607,45.88591,12082807
386537,3738607,51.40172,15092507
386737,3738607,57.57741,15092507
386937,3738607,58.19755,15092507
387137,3738607,54.12937,15092507
387337,3738607,47.42189,15092507
387537,3738607,39.93181,15092507
387737,3738607,37.48206,16091807
387937,3738607,37.42941,16091807
388137,3738607,37.4676,15061907
388337,3738607,37.02259,15061907
388537,3738607,35.45813,15061907
388737,3738607,33.53058,12042007
388937,3738607,36.36733,12042007
389137,3738607,38.27495,12042007
389337,3738607,39.37173,12042007
389537,3738607,39.78869,12042007
389737,3738607,39.62762,12042007
379937,3738807,36.50279,14110908
380137,3738807,35.53886,14110908
380337,3738807,33.93933,14110908
380537,3738807,31.74069,14110908
380737,3738807,30.73638,14010309
380937,3738807,32.25332,14010309
381137,3738807,35.4163,13091607
381337,3738807,38.75281,13091607
381537,3738807,40.98711,13091607
381737,3738807,41.66511,13091607
381937,3738807,40.46446,13091607
382137,3738807,37.20217,13091607
382337,3738807,40.71164,13102108
382537,3738807,44.80649,13102108
382737,3738807,46.98417,13102108
382937,3738807,46.46973,13102108
383137,3738807,42.94345,13102108
383337,3738807,45.91044,13042107
383537,3738807,57.45353,13042107
383737,3738807,64.86095,13042107
383937,3738807,64.9947,13042107
384137,3738807,57.23365,13042107
384337,3738807,46.83333,14012909
384537,3738807,51.08032,14012909
384737,3738807,49.24847,14012909
384937,3738807,49.58605,12092107
385137,3738807,52.63723,12092107
385337,3738807,52.26976,12092107
385537,3738807,54.60157,12091007
385737,3738807,55.71536,12091007
385937,3738807,51.4282,12091007
386137,3738807,44.83181,12082807
386337,3738807,50.43404,12082807
386537,3738807,53.71972,15092507
386737,3738807,57.63819,15092507
386937,3738807,55.75416,15092507
387137,3738807,49.91191,15092507
387337,3738807,42.44641,15092507
387537,3738807,38.09616,12090907
387737,3738807,38.94252,12090907
387937,3738807,38.4469,12090907
388137,3738807,37.12241,12090907
388337,3738807,35.25029,12090907
388537,3738807,33.01513,12090907
388737,3738807,35.80225,12042007
388937,3738807,37.79893,12042007
389137,3738807,38.99265,12042007
389337,3738807,39.44169,12042007
389537,3738807,39.23289,12042007
389737,3738807,38.44281,12042007
379937,3739007,37.78329,14110908
380137,3739007,37.97552,14110908
380337,3739007,37.48066,14110908
380537,3739007,36.2382,14110908
380737,3739007,34.23539,14110908
380937,3739007,31.52455,14110908
381137,3739007,31.61436,14010309
381337,3739007,34.95681,13091607
381537,3739007,38.61848,13091607
381737,3739007,41.26101,13091607
381937,3739007,42.27147,13091607
382137,3739007,41.1063,13091607
382337,3739007,37.14893,13091607
382537,3739007,42.7528,13102108
382737,3739007,47.29515,13102108
382937,3739007,49.42934,13102108
383137,3739007,48.12667,13102108
383337,3739007,43.00912,13102108
383537,3739007,53.01445,13042107
383737,3739007,64.38581,13042107
383937,3739007,68.91396,13042107
384137,3739007,63.73385,13042107
384337,3739007,50.46711,13042107
384537,3739007,53.19555,14012909
384737,3739007,51.96335,14012909
384937,3739007,51.08485,12092107
385137,3739007,53.93009,12092107
385337,3739007,52.04352,12091007
385537,3739007,54.68545,12091007
385737,3739007,55.92913,12091007
385937,3739007,51.3422,12091007
386137,3739007,49.93475,12082807
386337,3739007,54.33802,12082807
386537,3739007,57.23564,12050907
386737,3739007,54.79372,15092507
386937,3739007,51.06174,15092507
387137,3739007,44.45229,15092507
387337,3739007,40.20259,12090907
387537,3739007,40.54161,12090907
387737,3739007,39.52523,12090907
387937,3739007,37.82593,12090907
388137,3739007,35.72406,12090907
388337,3739007,33.3248,12090907
388537,3739007,34.47463,12042007
388737,3739007,36.98923,12042007
388937,3739007,38.30615,12042007
389137,3739007,38.85878,12042007
389337,3739007,38.66916,12042007
389537,3739007,37.79914,12042007
389737,3739007,36.34487,12042007
379937,3739207,36.68893,14110908
380137,3739207,38.09137,14110908
380337,3739207,38.92396,14110908
380537,3739207,39.05072,14110908
380737,3739207,38.35449,14110908
380937,3739207,36.75789,14110908
381137,3739207,33.93764,14110908
381337,3739207,30.32993,14010309
381537,3739207,33.70143,13091607
381737,3739207,37.82708,13091607
381937,3739207,40.92024,13091607
382137,3739207,41.9927,13091607
382337,3739207,40.41334,13091607
382537,3739207,38.34434,13102108
382737,3739207,44.91147,13102108
382937,3739207,49.92822,13102108
383137,3739207,51.86127,13102108
383337,3739207,49.39512,13102108
383537,3739207,45.76859,13042107
383737,3739207,60.63354,13042107
383937,3739207,70.44035,13042107
384137,3739207,69.80742,13042107
384337,3739207,57.82621,13042107
384537,3739207,55.11803,14012909
384737,3739207,55.2763,14012909
384937,3739207,52.34271,12092107
385137,3739207,55.32747,12092107
385337,3739207,52.67866,12091007
385537,3739207,53.42903,12091007
385737,3739207,54.14932,12091007
385937,3739207,50.61499,16082307
386137,3739207,55.10425,12082807
386337,3739207,56.8197,12082807
386537,3739207,58.74991,12050907
386737,3739207,49.91496,15092507
386937,3739207,45.40199,15092507
387137,3739207,41.81776,12090907
387337,3739207,41.62818,12090907
387537,3739207,40.09696,12090907
387737,3739207,38.11141,12090907
387937,3739207,36.13052,12083007
388137,3739207,35.87621,12090407
388337,3739207,36.25886,12090407
388537,3739207,36.36045,12090407
388737,3739207,37.48712,12042007
388937,3739207,38.268,12042007
389137,3739207,38.06415,12042007
389337,3739207,37.0873,12042007
389537,3739207,35.44726,12042007
389737,3739207,33.28941,12042007
379937,3739407,33.16007,14110908
380137,3739407,35.5161,14110908
380337,3739407,37.54265,14110908
380537,3739407,39.07864,14110908
380737,3739407,39.94962,14110908
380937,3739407,39.98206,14110908
381137,3739407,38.40522,14110908
381337,3739407,35.60589,14110908
381537,3739407,31.55024,14110908
381737,3739407,31.7895,13091607
381937,3739407,36.08423,13091607
382137,3739407,39.13293,13091607
382337,3739407,40.12856,13091607
382537,3739407,38.23498,13091607
382737,3739407,39.57068,13102108
382937,3739407,46.97776,13102108
383137,3739407,52.44099,13102108
383337,3739407,53.92497,13102108
383537,3739407,49.79761,13102108
383737,3739407,53.09568,13042107
383937,3739407,68.07334,13042107
384137,3739407,73.70618,13042107
384337,3739407,65.39862,13042107
384537,3739407,56.42929,14012909
384737,3739407,58.87167,14012909
384937,3739407,52.87844,12092107
385137,3739407,56.33173,12092107
385337,3739407,53.51869,12091007
385537,3739407,50.94926,12091007
385737,3739407,49.66611,16082307
385937,3739407,50.95745,16082307
386137,3739407,59.50361,12082807
386337,3739407,57.70951,15091007
386537,3739407,55.9593,12050907
386737,3739407,45.30631,15092507
386937,3739407,41.95563,12090907
387137,3739407,41.21841,12090907
387337,3739407,39.51239,12090907
387537,3739407,37.80504,12090907
387737,3739407,38.0437,12090407
387937,3739407,38.35814,12090407
388137,3739407,38.35867,12090407
388337,3739407,38.15811,12090407
388537,3739407,37.74096,12090407
388737,3739407,37.1454,12042007
388937,3739407,37.50854,12042007
389137,3739407,36.32649,12042007
389337,3739407,34.42666,12042007
389537,3739407,32.90831,12090407
389737,3739407,31.53757,12090407
379937,3739607,27.74118,14110908
380137,3739607,30.57724,14110908
380337,3739607,33.35573,14110908
380537,3739607,35.94237,14110908
380737,3739607,38.16932,14110908
380937,3739607,39.57753,14110908
381137,3739607,39.81515,14110908
381337,3739607,38.85119,14110908
381537,3739607,36.4893,14110908
381737,3739607,32.06798,14110908
381937,3739607,30.3578,13060107
382137,3739607,32.81823,13091607
382337,3739607,35.74985,13091607
382537,3739607,36.53345,13091607
382737,3739607,34.88374,14082907
382937,3739607,40.41153,13102108
383137,3739607,48.64494,13102108
383337,3739607,54.39356,13102108
383537,3739607,54.96609,13102108
383737,3739607,48.49154,13102108
383937,3739607,60.6506,13042107
384137,3739607,73.30797,13042107
384337,3739607,71.27454,13042107
